name,prefecture,city,lv01Nm,link,hyoka,comi,yado,onsen_num,dai,roten,sauna,kinen,kokyu,tanjun,enka,tansan,iou,housya,ryusan,sansei,gantetsu,nisan,youso,latitude,longitude,都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
葛温泉,長野県,大町市,平,,―,57,3,3,2,3,0,1,0,True,False,False,False,False,False,False,False,False,False,36.49377,137.750611,長野県,姫川温泉群,137.0,58.0,50.0,36.0,51.0,40.0,0,湧泉,温泉・鉱泉,0,0,0,47,0,0,7.3,0,0,0,0,1856.0,0,0,0,0,0,0,0,0,0,0,0,13.2,44.2,0,0,0,0,0,0,0,0,0,0,0,0,59.5,0,0,0,0,0,0,0,0,1.6,0,0,0,0,2074.0,0,0,0,0,0,0,0,0,0,96.8,0,0.0,0,8.8,0,0,0,0,0,0,0,"本邦諸温泉の地質学的研究,地調報告,1962"
春日温泉,長野県,佐久市,春日,,―,142,4,3,1,2,1,3,0,True,False,False,False,False,False,False,False,False,False,36.1978292,138.3366264,長野県,軽井沢町,138.0,34.0,50.0,36.0,20.0,40.0,0,井戸,温泉・鉱泉,0,0,0,19,0,0,7.4,7.9,0,0,0,157.0,0,0,0,0,0,0,27.4,33.7,0,0,0,9.7,23.7,0,0,0,0,0,0,0,0,0,0,0,0,28.4,0,0,0,0,0,0,0,0,37.5,0,0,0,0,108.9,0,0,0,0,0,0,0,0,0,0,0,0.0,2.1,1.7,0,0,0,0,0,0,1969-07-20 00:00:00,"フォッサ・マグナ北部における温泉の地質学的・地化学的研究（その２）,温泉工学会誌,1972"
天竜峡温泉,長野県,飯田市,川路,http://www.tenryukyou.com,―,261,3,3,2,0,0,3,2,True,False,False,False,False,False,False,False,False,False,35.4403321,137.8199448,長野県,大鹿村,138.0,5.0,0.0,35.0,45.0,20.0,0,湧泉,温泉・鉱泉,0,0,21.9,13.6,0,0,8.0,8.0,0,0,0,0,420.0,0,0,0,0,0,7.1,3.55,0,0,0,30.0,20.15,0,0,0,0,0,0,0,0,0,0,0,0.02,12.7,0.055999999999999994,0.055999999999999994,0,0,0,0,0,0,15.2,0,0,0,0,133.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1983-06-14 00:00:00,"中央構造線外帯（伊那谷）における食塩泉関する地球化学的研究,地球化学,1984"
辰口温泉,石川県,能美市,辰口町,,―,1036,3,3,3,3,2,3,2,False,True,False,False,False,True,False,False,False,False,36.4445946,136.5449963,石川県,0,136.0,49.0,36.0,36.0,40.0,17.0,0,井戸,温泉・鉱泉,574.0,0,0,20.0,115.0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,1340.0,10.4,0,0,0.69,6.09,115.0,0,0,0,0,0,0,0,0,0,0,0,0,1470.0,0,0,0,0,0,0,0,0,1048.0,0,0,0,0,102.0,0.0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,"能登半島のヘリウム資源調査研究,地調月報,1974"
白山一里野温泉,石川県,白山市,尾添,http://ichirino.gr.jp,―,209,9,3,1,2,1,5,0,False,True,True,False,False,False,False,False,False,False,36.2689405,136.7158334,石川県,0,136.0,49.0,36.0,36.0,40.0,17.0,0,井戸,温泉・鉱泉,574.0,0,0,20.0,115.0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,1340.0,10.4,0,0,0.69,6.09,115.0,0,0,0,0,0,0,0,0,0,0,0,0,1470.0,0,0,0,0,0,0,0,0,1048.0,0,0,0,0,102.0,0.0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,"能登半島のヘリウム資源調査研究,地調月報,1974"
白峰温泉,石川県,白山市,白峰,,―,266,4,3,1,0,0,3,0,False,False,True,False,False,False,False,False,False,False,36.173487,136.628322,石川県,白山地域,136.0,47.0,57.0,36.0,15.0,0.0,0,湧泉,温泉・鉱泉,0,0,0,95.0,0,0,7.4,0,0,0,0,1170.0,0,0,-120.0,0,0,0,501.0,39.0,0,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,283.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1977.10.,"中部地方における温泉水中のホウ素の地球化学的研究（第１報）,地球化学,1983"
大仁温泉,静岡県,伊豆の国市,吉田,,―,1113,4,3,1,2,0,3,0,True,True,False,False,False,True,False,False,False,False,34.992419,138.940607,静岡県,熱海市,139.0,4.0,13.0,35.0,5.0,52.0,0,井戸,温泉・鉱泉,300.0,0,0,63.0,0,0,8.0,0,0,0,0,9300.0,0,0,0,0,0,0,555.0,15.1,0,0,0,1.7,980.6,0,0,0.6,0,0,0,0.7,0,0,0,0,0,2155.8,0,0,0,0,0,0,0,0,629.2,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,8.2,0.0,0,0,0,0,0,0,0,0,1964,"熱海温泉の熱水系について,地調月報,1969"
赤沢温泉,静岡県,伊東市,赤沢,,―,1441,4,3,3,3,3,4,1,True,True,False,False,True,True,False,False,False,False,34.8616596,139.0959113,静岡県,熱海市,139.0,4.0,13.0,35.0,5.0,52.0,0,井戸,温泉・鉱泉,300.0,0,0,63.0,0,0,8.0,0,0,0,0,9300.0,0,0,0,0,0,0,555.0,15.1,0,0,0,1.7,980.6,0,0,0.6,0,0,0,0.7,0,0,0,0,0,2155.8,0,0,0,0,0,0,0,0,629.2,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,8.2,0.0,0,0,0,0,0,0,0,0,1964,"熱海温泉の熱水系について,地調月報,1969"
倉真温泉,静岡県,掛川市,倉真,,―,235,3,3,2,0,0,3,0,False,False,False,True,False,False,False,False,False,False,34.8346976,138.0428738,静岡県,No.1,138.0,20.0,20.0,35.0,18.0,20.0,0,不明,温泉・鉱泉,0,0,0,30.0,0,0,9.4,0,0,0,0,260.0,0,0,0,0,0,0,64.0,2,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"中部地方における温泉水中のホウ素の地球化学的研究（第２報）,地球化学,1984"
峰温泉,静岡県,河津町,峰,,―,475,5,3,2,3,0,3,1,True,True,False,False,False,False,False,False,False,False,34.757831,138.982988,静岡県,加茂郡東伊豆町,139.0,4.0,28.0,34.0,50.0,37.0,0,井戸,温泉・鉱泉,0,0,0,45.0,0,0,8.4,0,0,0,0,1244.0,0,0,0,0,0,0,355.0,6,0,0,0,2.4,25.9,0,0,0,0,0,0,0,0,0,0,0,0,429.4,0,0,0,0,0,0,0,0,208.3,0,0,0,0,160.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1973,"熱川温泉および周辺地域の地温と化学成分,地熱,1978"
岩地温泉,静岡県,松崎町,岩地,,―,26,3,3,0,0,0,2,0,False,True,False,False,False,False,False,False,False,False,34.732195,138.756286,静岡県,根の湯,138.0,55.0,47.0,34.0,58.0,3.0,0,井戸,温泉・鉱泉,0,0,0,0,0,0,8.2,0,0,0,0,763.3560000000001,0,0,0,0,0,0,171.8,3.749,0,0,0,1.383,50.71,0,0,0,0,0,0,0,0,0,0,0,0,186.8,0,0,0,0,0,0,0,0,142.8,0,0,0,0,123,1.2429999999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1952,"伊豆修善寺温泉地域の地質及び温泉,地質学雑誌,1959"
湯屋温泉,岐阜県,下呂市,小坂町湯屋,,―,473,3,3,2,2,0,3,0,True,True,True,False,False,False,False,False,False,False,35.910284,137.313087,岐阜県,0,137.0,33.0,29.0,36.0,11.0,5.0,0,湧泉,温泉・鉱泉,0,0,0,68.0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,194.04,23.07,0,0,0,7.3,50.9,0,0,0,0,0,0,0,0,0,0,0,0,197.46,0,0,0,0,0,0,0,0,49.47,0,0,0,0,330.12,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1977.7.19.,"焼岳地域の温泉水の同位体組成，化学組成および地下温度について,日本地熱学会誌,1980"
柿野温泉,岐阜県,土岐市,鶴里町柿野,,―,362,4,3,3,1,0,3,0,True,False,False,False,True,True,False,False,False,False,35.274418,137.223882,岐阜県,東濃鉱山周辺,137.0,17.0,20.0,35.0,23.0,50.0,0,不明,温泉・鉱泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,0,0,0,0,0.0,0,0,0,1.7,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1988-04-18 00:00:00,"地下水の起源，流動状況および年令の研究,地下水分科会報告,1988"
湯泉地温泉,奈良県,十津川村,大字小原,http://totsukawa.info/joho/totsukawa_onsen_gou/,―,121,3,3,1,1,1,3,1,False,False,False,True,False,False,False,False,False,False,33.9975784,135.8086703,奈良県,３８℃泉,136.0,2.0,38.0,34.0,15.0,39.0,0,不明,温泉・鉱泉,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,692.7,0,0,0,0,0.0,0,0,0,0,0,0,0,652.5,1.6,0,0,0,0,0,0,0,0.0,0,0,0,0,1976.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,123.2,0,0,0,0,0,0,0,"紀伊半島中南部地方の温泉群について,地調月報,1958"
木津温泉,京都府,京丹後市,網野町木津,,―,248,3,3,1,2,0,3,0,True,False,False,False,False,False,False,False,False,False,35.650898,134.974296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
串本温泉,和歌山県,串本町,サンゴ台,,―,2864,4,3,2,2,1,3,0,False,True,False,True,False,False,False,False,False,False,33.474965,135.782048,和歌山県,中ノ島本館,135.0,56.0,46.0,33.0,37.0,43.0,0,不明,温泉・鉱泉,200.0,0,13.0,56.5,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,426,9,0,0,0,3.1,126.5,0,0,0,0,0,0,0,0,0,0,0,0,886.8,0,0,0,0,0,0,0,0,63.8,0,0,0,0,71.4,13.2,0,0,0,0,0,0,0,0,0,0,0.0,24.3,0,0,0,0,0,0,0,0,"紀伊半島中南部地方の温泉群について,地調月報,1958"
東郷温泉,鳥取県,湯梨浜町,大字引地,http://www.hawai-togo.jp,―,1149,3,3,3,2,1,3,0,False,True,True,False,True,False,False,False,False,False,35.469775,133.89917,鳥取県,鳥取市,134.0,14.0,20.0,35.0,29.0,21.0,0,井戸,温泉調査井,300.0,0,14.4,52.3,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.7,0,0,0,0,0,0,0,0,0,0,0,0,990.0,0,0,0,0,0,0,0,0,1460.0,0,0,0,0,504.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1961.4.27.,"鳥取市内温泉の試錐による調査研究水温および化学成分について,岡山大学温研報告,1963"
鞆の浦温泉,広島県,福山市,鞆町鞆,,―,1623,5,3,3,3,0,4,1,True,False,False,False,True,True,False,False,False,False,34.383847,133.3898268,広島県,甲奴郡甲奴町,133.0,4.0,41.0,34.0,42.0,10.0,0,不明,温泉・鉱泉,0,0,30.0,19.0,25.9,0,8.0,0,12.6,0,0,198,0,0,0,0,0,0,60.2,3.35,0,0,0,0.73,7.37,0,0,0,0,0,0,0,0,0,0,0,0,23.4,0,0,0,0,0,0,0,0,12.1,0,0,0,0,104.0,3.25,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1978.7.25.,"昭和５３年度鉱泉調査結果について,広島衛研業務年報,1979"
一の俣温泉,山口県,下関市,豊田町大字一ノ俣,,―,790,4,3,3,2,1,3,0,False,False,False,True,False,False,False,False,False,False,34.259077,131.057865,山口,0,131.0,10.0,40.0,34.0,19.0,30.0,0,不明,温泉・鉱泉,0,0,0,41.0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,44.4,1.5,0,0,0,0.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1963,"日本の熱水系の水素，酸素の同位元素比と主成分化学について,地球科学ジャーナル1973"
湯野温泉,山口県,周南市,大字湯野,,―,526,4,3,3,1,0,3,0,True,False,False,True,True,True,False,False,False,False,34.092633,131.673834,山口,0,131.0,16.0,18.269999999881747,34.0,1.0,44.349999999988654,0,井戸,温泉・鉱泉,250,0,11.8,40.1,83.6,0,8.91,0,27.5,0,0,262.0,0,0,0,0,0,0,81.5,1,0,0,0,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,11.4,75.26,0,0,0,0,0,0,0,0,5.42,0,0,0,0,30.5,21.0,0,0,0,0,0,0,0,0,43.77,0,0.0,0,0,0,0,0,0,0,mg/kg,1991.3.,"山口県の温泉概観,山口県の自然,1988"
柳川温泉,福岡県,柳川市,三橋町下百町,,―,656,3,3,3,2,2,3,0,False,True,True,False,False,False,False,False,False,False,33.1567773,130.3998961,福岡県,杷木町,130.0,40.0,54.0,33.0,20.0,55.0,0,不明,温泉・鉱泉,0,0,7.8,38.0,7228,0,7.4,0,0,0.9988,0,576.0,0,0,0,0,0,0,184.1,5.365,0,0,0,5.381,18.28,0,0,0.344,0,0.595,0,0,0,0,0,0,0,116.7,0,0,0,0,0,0,0,0,0,0,0,0,0,382.2,0,0,0,0,0,0,0,0,0,60.06,0,0.0,0,13.29,0,0,0,0,0,mg/kg,0,"温泉中分析試験,福岡県衛生研究所報3,1953"
深耶馬渓温泉,大分県,中津市,耶馬溪町大字深耶馬,,―,153,4,3,1,1,0,3,0,True,False,False,False,False,False,False,False,False,False,33.3716635,131.1653096,大分県,0,131.0,27.0,50.0,33.0,34.0,25.0,0,不明,温泉・鉱泉,0,0,0,31.9,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,244.0,39.0,0,0,0,41.7,54.6,0,0,0,0,0,0,0,0,0,0,0,0,380.0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,493.0,0,0,0,0,0,0,0,0,127.0,0,0,0.0,0,0,0,0,0,0,0,0,1977-11-27 00:00:00,"国東半島の温鉱泉の化学組成,大分県温泉調査研究会報告第33号,1982"
湯の鶴温泉,熊本県,水俣市,湯出,http://www.city.minamata.lg.jp/377.html,―,75,5,3,3,2,0,3,0,True,False,False,True,False,False,False,False,False,False,32.150091,130.440802,熊本県,0,130.0,47.0,39.0,32.0,12.0,52.0,0,井戸,温泉・鉱泉,0,0,0,36.6,230,0,7.78,0,0,0.9987,0,767.0,0,0,0,0,0,0,217.4,49.26,0,0,1.52,6.61,15.56,0,0,0.18,0.11,0.19,0,0.19,0.07,0.42,0.01,0,0.83,166.9,0.18,0.01,0.01,0,0,0.76,0.04,0,4.5,0,0.01,0.11,0,431.8,1.59,1.21,0,0.02,0,0,0,0,0,89.05,1.89,0.0,0.14,16.61,0,0,0,0,0,mg/kg,1967-06-07 00:00:00,"熊本県鉱泉誌 第Ⅱ巻,熊本県衛生公害研究所報,1978"
吹上温泉,鹿児島県,日置市,吹上町湯之浦,,―,158,5,3,3,1,1,3,0,False,False,False,True,False,False,False,False,False,False,31.502305,130.368941,鹿児島県,0,130.0,33.0,30.0,31.0,47.0,23.0,0,不明,温泉・鉱泉,0,0,0,42.0,0,0,7.71,0,0,0,0,0,0,0,0,0,0,0,610.0,10.5,0,0,0,6.13,17.0,0,0,0,0.17,0,0,0.02,0,0,0,0,2.8,648.0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,330.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1990-12-13 00:00:00,"鹿児島県の温泉 鹿児島市および周辺の温泉,鹿児島県 保健環境部 生活衛生課,鹿児島県公害防止協会,1991"
渡瀬温泉,和歌山県,田辺市,本宮町渡瀬,http://www.hongu.jp/onsen/wataze/,―,698,3,3,1,3,0,3,1,True,True,True,False,False,False,False,False,False,False,33.8177869,135.766088,和歌山県,東牟婁郡本宮町,135.0,46.0,10.0,33.0,49.0,8.0,0,不明,温泉・鉱泉,0,0,0,72,576,0,7,0,0,0,0,1422,0,0,0,0,0,0,304,15,0,0,0,6.792,20.11,0,0,0,0,0,0,0,0,0,0,0,0,134.6,0,0,0,0,0,0,0,0,14.24,0,0,0,0,700.9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1975,"湯の峰・渡瀬・川湯温泉の化学成分と地球化学温度計による地下温度の推定,温泉工学会誌,1981"
壮瞥温泉,北海道,壮瞥町,字壮瞥温泉,,―,94,3,3,2,0,0,3,0,False,True,False,False,True,True,False,False,False,False,42.556682,140.8627242,北海道,札幌市南区薄別,141.0,8.0,30.0,42.0,56.0,30.0,0,湧泉,温泉・鉱泉,0,0,0,35.0,12.8,0,6.2,7.8,0,0,0,912.0,0,0,0,0,0,0,96.3,31.2,0,0,0,38.7,158.6,0,0,0.06,1.54,0.04,0,0.04,0.002,0.003,0,0,0.55,30.0,0,0,0,0,0,0,0,0,65.2,0,0,0,0,867.4,0,0,0,0,0,0,0,0,35.5,0,10.8,0.0,0,62,0,0.22,0,0,0,0,1972-09-30 00:00:00,北海道の地熱・温泉（B）西南北海道北部、北海道立地下資源調査所、1977
福渡温泉,栃木県,那須塩原市,塩原,http://www.siobara.or.jp/,―,428,4,3,1,2,1,3,1,False,True,False,False,False,True,False,False,False,False,36.964806,139.837423,栃木県,那須郡那須町,140.0,0.0,36.0,37.0,5.0,15.0,0,不明,温泉・鉱泉,0,0,0,63.7,845.0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,28.0,7.4,0,0,0,19.6,66.4,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0,0,667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
酸ヶ湯温泉,青森県,青森市,大字荒川,,―,1381,3,3,2,1,2,3,1,True,True,False,True,False,True,True,False,False,False,40.6456878,140.8521402,青森県,上北郡野辺地町字馬門道,141.0,4.0,17.0,40.0,52.0,16.0,0,不明,温泉・鉱泉,0,0,20.0,32.5,0,0,8.85,0,0,0,0.9986,0.2393,0,0,0,0,0,0,53.8,2.3,0,0,0,0.1,0.0,0,0,0.2,0.0,0.1,0,0,0,0,0,0,0,35.1,0,0,0.1,0,0,0,0,0,10.8,0,0,0.7,0,73.3,0,0,0,0,0,0,0,0,0,116.8,2.6,0.0,0,0,0,0,0,0,0,0,1979-10-12 00:00:00,青森県の温泉，青森県衛生研究所報No.17，1980
平賀温泉郷,青森県,平川市,町居,,―,511,3,3,2,2,2,3,0,False,True,False,False,False,False,False,False,False,False,40.5797031,140.5597507,青森県,東津軽郡平内町福舘字福舘,140.0,58.0,9.0,40.0,55.0,46.0,0,不明,温泉・鉱泉,0,0,2.0,11,0,0,8.6,0,0,0.9986,0,179.7,0,0,0,0,0,0,65.22,0.82,0,0,0.0,4.368,6.391,0,0,0.01,0.005,0,0,0.31,0.001,0,0.0,0,0.0,15.93,0,0,0.068,0,0,0,0,0,51.78,0,0,0.012,0,127.6,0,0,0,0,0,0,0,0.0,0,9.087,0.879,0.0,2.978,0,0,0,0,0,0,0,1977-12-02 00:00:00,青森県の温泉，青森県衛生研究所報No.15，1979
鉛温泉,岩手県,花巻市,鉛,,―,7370,3,3,3,3,2,3,1,True,False,False,False,True,False,False,False,False,False,39.4655417,140.9917488,岩手県,岩手郡滝沢村鵜飼字鬼越,141.0,3.0,33.0,39.0,44.0,52.0,0,井戸,温泉・鉱泉,800,0,0,27.2,58.0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,152.0,5.0,0,0,0,2.7,4.1,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,7.6,0,0,0,0,392.9,0,0,0,0,0,0,0,0,38.0,0,0,0.0,0,0,0,0,0,0,0,0,0,秋田地熱資源図説明書，地質調査所，1996
沼尻温泉,福島県,猪苗代町,大字蚕養,,―,48,3,3,2,2,0,2,1,False,True,False,True,True,False,True,False,False,False,37.6177295,140.2290444,福島県,福島市飯坂町,140.0,26.0,18.0,37.0,50.0,10.0,0,井戸,温泉・鉱泉,0,0,0,64.5,209,0,8.3,0,0,0,0,0,0,0,0,0,0,0,253.9,5.3,0,0,0,1.7,39.6,0,0,0,0,0,0,0,0,0,0,0,0,137.3,0,0,0,0,0,0,0,0,415.3,0,0,0,0,52.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
川場温泉,群馬県,川場村,大字川場湯原,,―,238,3,3,1,1,0,3,1,True,False,False,False,False,False,False,False,False,False,36.7125334875488,139.109024047852,群馬県,0,139.0,5.0,20.0,36.0,52.0,10.0,0,不明,温泉・鉱泉,0,0,0,67.9,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1978-08-21 00:00:00,"フォッサ・マグナ北部における温泉の地質学的・地球化学的研究（その３）,温泉工学会誌,1980"
礼文島温泉,北海道,礼文町,大字香深村,,―,193,2,2,2,2,0,2,1,False,True,False,False,False,True,False,False,False,False,45.30246,141.047437,北海道,稚内市近布,141.0,38.0,37.0,45.0,25.0,9.0,0,井戸,温泉・鉱泉,1004,0,0,35.0,50.9,0,7.5,8.2,0,0,0,21172.0,0,0,0,0,0,0,8408.0,41.0,0,0,0,33.4,61.1,0,0,1.1,0.04,3.26,0,3.26,0,0,0,0,0.49,9354.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6631.0,0,0,0,0,0,0,0,0,20.2,0,447.2,0.0,0.03,195.8,0,0,0,0,0,0,1973-09-30 00:00:00,"北海道の地熱・温泉（C）北海道中央部、北海道立地下資源調査所,1979"
斜里温泉,北海道,斜里町,港町,,―,1094,4,2,2,1,0,2,0,False,True,True,False,False,False,False,False,False,False,43.9074947,144.6596891,北海道,斜里町峰浜,144.0,53.0,46.0,43.0,57.0,43.0,0,湧泉,温泉・鉱泉,0,0,0,25.0,1,0,8.3,8.3,0,0,0,2441.0,0,0,0,0,0,0,759.0,7.2,0,0,0,25.2,55.4,0,0,0.24,0.06,0.04,0,0.04,0.001,0.004,0,0,2.48,956.5,0,0,0,0,0,0,0,0,465.7,0,0,0,0,68.3,0.5,0,0,0,0,0,0,0,53.9,0,36.5,0.0,5.04,0,0,0.004,0,0,0,0,1974-05-31 00:00:00,"北海道の地熱・温泉（D）北海道東部,北海道立地下資源調査所,1982"
仁伏温泉,北海道,弟子屈町,字サワンチサップ,,―,203,2,2,1,2,0,2,0,True,False,False,False,False,False,False,False,False,False,43.64341,144.397387,北海道,斜里町湊町,144.0,39.0,50.0,43.0,54.0,40.0,0,井戸,温泉・鉱泉,1020,0,0,52.5,179.8611111111111,0,8.3,8.3,0,0,0,3848.0,0,0,0,0,0,0,1271.0,80.7,0,0,0,2.1,14.2,0,0,0,0.09,0,0,0.05,0,0,0,0,0.87,1794.0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,585.6,16.7,0,0,0,0,0,0,0,154.1,0,116.8,0.0,0,0,0,0,0,0,0,0,1982.9.,"北海道の地熱・温泉,地下資源調査所調査研究報告第16号,1985"
然別湖温泉,北海道,鹿追町,字ウリマク,,―,431,2,2,2,2,0,2,0,False,True,True,False,False,False,False,False,False,False,43.273518,143.105559,北海道,上士幌町,143.0,7.0,50.0,43.0,28.0,0.0,0,湧泉,温泉・鉱泉,0,0,-3.0,55.0,0,0,6.4,7.0,0,0,0,1308.0,0,0,0,0,0,0,930.0,88.5,0,0,0,13.0,152.0,0,0,0,0.3,0,0,0.74,0,0,0,0,0,1065.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1024.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,132.0,0,0,0,0,0,0,1958-11-17 00:00:00,"北海道の鉱泉資源,地下資源調査所報告,1962"
岩内温泉,北海道,岩内町,字野束,http://www.town.iwanai.hokkaido.jp/?page_id=603,―,687,4,2,2,2,2,3,0,False,True,True,False,False,False,False,False,False,False,42.9539941,140.5059949,北海道,赤井川村中央,140.0,49.0,0.0,43.0,4.0,50.0,0,井戸,温泉・鉱泉,1352,0,0,43.2,f 77.5,0,8.1,8.2,0,0,0,921.0,0,0,0,0,0,0,278.0,7.6,0,0,0,1.2,16.5,0,0,0,tr,0.64,0.06,0.7,0,0.254,0,0,=,152.4,0,0,0,0,0,0,0,0,216.7,0,0,0,0,246.4,5.4,0,0,0,0,0,0,0,82.0,0,=,0.0,0.17,CO3 5.4,0,0.002,0,0,0,0,1978-11-30 00:00:00,"北海道の地熱・温泉,地下資源調査所調査研究報告第15号,1985"
薬研温泉,青森県,むつ市,大畑町,http://ohatakanko.com,―,227,3,2,1,0,0,2,0,True,False,False,False,False,False,False,False,False,False,41.38207,141.06886,青森県,下北郡風間村下風呂,141.0,5.0,30.0,41.0,27.0,40.0,0,井戸,温泉・鉱泉,20,0,0,>100,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,2560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1963-07-21 00:00:00,東北日本の温泉のフッ素含有量，電気通信大学学報（理工学編），1980
鯵ヶ沢温泉,青森県,鰺ヶ沢町,大字舞戸町,,―,673,2,2,2,2,0,2,0,False,True,False,False,False,False,False,False,False,False,40.7806849,140.2297642,青森県,北津軽郡中里町大字中里字子宝森,140.0,25.0,34.0,41.0,1.0,57.0,0,不明,温泉・鉱泉,0,0,20.0,41,350,0,7.4,0,0,0.9998,0,2170.0,0,0,0,0,0,0,804.9,10.75,0,0,0.18,2.9160000000000004,10.0,0,0,0.10800000000000001,0.024,0.4,0,0,0.016,0,0,0,0,1130.0,0,0,0.01,0,0,0,0,0,22.41,0,0,0.428,0,246.1,0,0,0,0,0,0,0,0.003,0,85.31,14.61,0.0,0.366,0,0,0,0,0,0,mg/kg,1974-05-08 00:00:00,青森県の温泉について，青森県衛生研究所報No.13，1975
