都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,524.8,,33.6,15.4,0.03611111111111111,,7.3,7.8,,,,,,,,,,,,,,,36.4,,,,,,,,,,,,,,,16450,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,1429,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,490.9,,29.5,28.4,0.5347222222222222,,7.1,7.6,,,,,,,,,,,,,,,,217.6,239.5,,,,,6.43,,6.78,,,,,,13830,,,,0,,,,,12,,,,,,,,,,,,,,,,,1.05,,167,949,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,490.9,,31.5,26.5,1.152777777777778,,8,8.2,,,,,,,,76.7,,,,,,,31.5,181.8,161.7,,,,,0.43,,,,,,,,13650,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.38,,4.5,387,,,0.05,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,500,,30.2,29.1,0.4833333333333333,,7.1,7.6,,,,,,,,,,,,,,,,161.7,151.7,,,,,11.1,,11.8,,,,,,11820,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.16,,88,994,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,455.2,,30.7,22.4,0.07847222222222222,,7.4,7.8,,,,,,,,245,,,,,,,23.7,208,285.4,,,,,9.16,,9.77,,,,,,16200,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.43,,48.3,425,,,0,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,483.3,,29.7,16.2,0.004861111111111111,,8.1,8.2,,,,,,,,184,,,,,,,36.3,136.4,155.7,,,,,2.5,,2.56,,,,,,16100,,,,0,,,,,<1,,,,,,12,,,,,,,,,,,0.17,,,261,,,0,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,472.7,,26.6,20.7,1.342361111111111,,7,7.4,,,,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,11530,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,921,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,492.4,,30.1,24.5,0.03055555555555555,,7.4,7.7,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,16020,,,,0,,,,,,,,,,,,,,,,,,,,,,,,30.8,312,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,490.9,,27.3,25.5,0.04583333333333333,,7.6,7.8,,,,,,,,216,,,,,,,36.7,161.3,103.8,,,,,10.4,,11.3,,,,,,15780,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.36,,57.3,625,,,0,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,453.6,,30.7,21.6,0.07777777777777778,,7.4,7.7,,,,,,,,215,,,,,,,20,175.2,201.6,,,,,3.06,,3.24,,,,,,13980,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.49,,35.2,446,,,0.01,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,486.1,,29.5,27.1,6.268055555555556,,7.5,8,,,,,,,,107,,,,,,,10.9,168.3,153.7,,,,,4.15,,6.3,,,,,,13280,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.42,,17.6,388,,,0.02,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,509.4,,26,17.8,0.3916666666666667,,8.1,8.2,,,,,,,,284,,,,,,,24.7,217.6,65.9,,,,,0.22,,0.91,,,,,,15070,,,,0,,,,,<1,,,,,,30,,,,,,,,,,,0.66,,,657,,,0,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,486.4,,24,26.2,4.888888888888889,,7.1,7.8,,,,,,,,218,,,,,,,20.1,98,175.6,,,,,3.73,,3.84,,,,,,14660,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.28,,57.2,711,,,0,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,512.7,,29.5,18,0.02916666666666667,,7.6,8,,,,,,,,248,,,,,,,34.2,163.1,103.8,,,,,0.11,,0.25,,,,,,16960,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.49,,22,689,,,0.01,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,479.1,,,21.3,1.175,,7.9,8.1,,,,,,,,184,,,,,,,28.3,239.9,103.8,,,,,0.18,,0.33,,,,,,15240,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.35,,8.8,693,,,0.09,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,500.6,,24.5,28.3,6.545138888888889,,7.1,7.5,,,,,,,,181,,,,,,,24.1,170.5,171.7,,,,,10.19,,10.6,,,,,,14010,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.69,,74.8,735,,,0,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,425.8,,30.5,26.5,4.536111111111111,,7.5,7.8,,,,,,,,25.3,,,,,,,21.9,194,229.5,,,,,7.34,,7.82,,,,,,15060,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.42,,26.4,356,,,0.02,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,464.5,,31.7,33.5,9.979166666666666,,7.4,7.8,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,1276,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,490.9,,27.4,15.8,0.6944444444444444,,7.4,7.8,,,,,,,,,,,,,,,16.9,239.9,103.8,,,,,,,,,,,,,15900,,,,,,,,,<1,,,,,,,,,,,,,,,,,,,48.4,688,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
