都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
奈良県,田原本町,135,49,0,34,32,50,,井戸,用水,160,,,21.2,150,無色透明,8.1,8.3,,,,,,4800,,0.98,,,25.3,0.8,,,0.42,1.6,16.1,,,,0,0.2,,0.21,,,,,,2.2,,,,0,0,,,,3.4,,,,,115.94,,,,,,,,,17.8,,,0.2,,,,,,0.2,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,桜井市,135,49,40,34,32,20,,井戸,用水,144,,,17.8,130,無色透明,7.3,8.2,,,,,,3000,,1.14,,,13.3,1.3,,,0.5,8.1,31,,,,0.53,0.38,,0.44,,,,,,8.8,,,,0,0,,,,1.2,,,,,150.11,,,,,,,,,36.2,,,0.26,,,,,,0.08,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,桜井市,135,50,20,34,31,30,,井戸,用水,122,,,19.2,1000,無色透明,7.3,8.1,,,,,,3000,,0.5,,,8.6,1.4,,,0.05,4.4,21.6,,,,0,0.09,,0.09,,,,,,8.2,,,,0,0,,,,21,,,,,67.12,,,,,,,,,17.1,,,6.07,,,,,,0,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,桜井市,135,51,40,34,30,40,,井戸,用水,100,,,20.8,1000,無色透明,6.1,7.9,,,,,,4600,,0.61,,,15.7,1.4,,,0.05,7.2,38.3,,,,0.2,1.16,,1.48,,,,,,7.1,,,,0,0,,,,1.7,,,,,179.4,,,,,,,,,33.4,,,0.09,,,,,,0.03,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,大和高田市,135,45,0,34,31,0,,井戸,用水,136,,,19.8,,無色透明,6.6,8.3,,,,,,1500,,2.32,,,65.7,4,,,2.07,17,36.2,,,,0.17,3.17,,3.39,,,,,,28.8,,,,0,0,,,,4.5,,,,,307.54,,,,,,,,,58,,,0,,,,,,0.51,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,大和高田市,135,45,10,34,30,40,,井戸,用水,85,,,19.4,,無色透明,6.6,7.8,,,,,,1300,,3.34,,,70,3.8,,,,17.4,44.5,,,,0.85,5.74,,5.74,,,,,,73.4,,,,0,0,,,,3.8,,,,,266.05,,,,,,,,,52.7,,,0,,,,,,0.26,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,大和高田市,135,45,10,34,30,20,,井戸,用水,151,,,20.9,700,無色透明,6.9,8.1,,,,,,700,,2.25,,,161.4,6,,,1.93,26.9,78.3,,,,0.32,3.6,,3.81,,,,,,240,,,,0,0,,,,1.9,,,,,394.19,,,,,,,,,46.9,,,0,,,,,,0.14,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,大和高田市,135,44,50,34,29,40,,井戸,用水,70,,,17,,無色透明,7.3,7.7,,,,,,4100,,2.23,,,19.6,1.5,,,2.06,4.9,19.3,,,,0.59,2.6,,4.3,,,,,,4.5,,,,0,0,,,,2.2,,,,,119.6,,,,,,,,,49.6,,,,,,,,,0.46,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,大和高田市,135,44,50,34,29,30,,井戸,用水,7,,,,,無色透明,6.1,7.7,,,,,,,,0.81,,,28.5,4.7,,,0.09,21,86.4,,,,0,0.05,,0.42,,,,,,63.5,,,,0,117,,,,148,,,,,39.05,,,,,,,,,31.5,,,4.43,,,,,,0.04,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
奈良県,大和高田市,135,45,40,34,28,50,,井戸,用水,125,,,17.7,,無色透明,6.7,8,,,,,,1400,,2.5,,,65.7,2.5,,,2.36,11.7,47.7,,,,0.57,4.88,,4.88,,,,,,84.5,,,,0,0,,,,4.3,,,,,223.94,,,,,,,,,41.1,,,0.06,,,,,,0.17,,,1963-07-29 00:00:00,"奈良県大和盆地の地下水,地調月報,1965"
