都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
沖縄県,宮古島,,,,,,,,湧泉,用水,,,,23.5,,,7,,,,,,459,,,1.3,,,,,,,,5.5,71.7,,,,,,,0.11,,,,,,39.1,,,,,,,,,0,,,,,198,,,,,,,,,3.6,,,,,,,,,,,,1964-09-08 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,宮古島,,,,,,,,湧泉,用水,,,,23.5,,,7.2,,,,,,597,,,1.5,,,,,,,,8.4,54.4,,,,,,,0.1,,,,,,39.1,,,,,,,,,20,,,,,165,,,,,,,,,5.6,,,,,,,,,,,,1964-09-08 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,宮古島,,,,,,,,湧泉,用水,,,,24,,,7,,,,,,490,,,1.2,,,,,,,,8.9,60.5,,,,,,,0.1,,,,,,44.2,,,,,,,,,0,,,,,182,,,,,,,,,5.8,,,,,,,,,,,,1964-09-08 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,宮古島,,,,,,,,湧泉,用水,,,,23.9,,,7,,,,,,466,,,3.9,,,,,,,,8,62.9,,,,,,,0.06,,,,,,79,,,,,,,,,0,,,,,185,,,,,,,,,4,,,,,,,,,,,,1964-09-08 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,宮古島,,,,,,,,湧泉,用水,,,,23.6,,,7.2,,,,,,472,,,0,,,,,,,,1.1,72.1,,,,,,,0.1,,,,,,72.8,,,,,,,,,0,,,,,184,,,,,,,,,4,,,,,,,,,,,,1964-09-08 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,宮古島,,,,,,,,井戸,用水,,,,24.5,,,7,,,,,,634,,,1.7,,,,,,,,11.5,74.1,,,,,,,0.24,,,,,,58.4,,,,,,,,,15,,,,,225,,,,,,,,,3.6,,,,,,,,,,,,1964-09-08 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,宮古島,,,,,,,,井戸,用水,,,,,,,7.2,,,,,,1336,,,2.3,,,,,,,,2.9,115.7,,,,,,,0.06,,,,,,237,,,,,,,,,40,,,,,299,,,,,,,,,9.6,,,,,,,,,,,,1964-09-08 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,24,,,7.2,,,,,,875,,,1.2,,,,,,,,13.8,71.3,,,,,,,0.83,,,,,,131,,,,,,,,,30,,,,,226,,,,,,,,,8.8,,,,,,,,,,,,1964-09-11 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,23.7,,,7.2,,,,,,2255,,,2.4,,,,,,,,43.2,104.1,,,,,,,0.06,,,,,,546,,,,,,,,,50,,,,,410,,,,,,,,,7.4,,,,,,,,,,,,1964-09-11 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,24,,,7,,,,,,1301,,,2.1,,,,,,,,3.2,118.5,,,,,,,0.06,,,,,,254,,,,,,,,,15,,,,,307,,,,,,,,,9.6,,,,,,,,,,,,1964-09-11 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,25.5,,,5.8,,,,,,308,,,1.8,,,,,,,,3.5,24.8,,,,,,,0.06,,,,,,95.4,,,,,,,,,0,,,,,74,,,,,,,,,12.8,,,,,,,,,,,,1964-09-12 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,23.6,,,7,,,,,,867,,,1.8,,,,,,,,15.6,77.7,,,,,,,0.06,,,,,,73.1,,,,,,,,,35,,,,,248,,,,,,,,,20.8,,,,,,,,,,,,1964-09-12 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,24.7,,,7,,,,,,846,,,0.8,,,,,,,,22.8,110.5,,,,,,,0.12,,,,,,113,,,,,,,,,10,,,,,355,,,,,,,,,9.2,,,,,,,,,,,,1964-09-13 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,26,,,6.6,,,,,,598,,,1.7,,,,,,,,16.1,62,,,,,,,0.11,,,,,,84.3,,,,,,,,,0,,,,,211,,,,,,,,,9.2,,,,,,,,,,,,1964-09-14 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,24.3,,,7.2,,,,,,1680,,,1.7,,,,,,,,22.8,114.5,,,,,,,0.06,,,,,,343,,,,,,,,,75,,,,,365,,,,,,,,,12.8,,,,,,,,,,,,1964-09-14 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,25,,,6.6,,,,,,949,,,2,,,,,,,,9.2,104.5,,,,,,,0.06,,,,,,141,,,,,,,,,0,,,,,293,,,,,,,,,14.2,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,23.5,,,7.2,,,,,,468,,,2.1,,,,,,,,3.5,78.1,,,,,,,0.06,,,,,,30.7,,,,,,,,,0,,,,,207,,,,,,,,,8.6,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,,,,,,,,,,2417,,,1.9,,,,,,,,24.8,116.1,,,,,,,0.06,,,,,,583,,,,,,,,,100,,,,,376,,,,,,,,,8.8,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,23.6,,,7,,,,,,406,,,1.8,,,,,,,,2.3,59.7,,,,,,,0.5,,,,,,28.9,,,,,,,,,0,,,,,157,,,,,,,,,11.6,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,23.7,,,6.8,,,,,,634,,,1.1,,,,,,,,5.8,82.9,,,,,,,0.06,,,,,,78.6,,,,,,,,,0,,,,,227,,,,,,,,,8,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,26.5,,,5.8,,,,,,181,,,2,,,,,,,,3.5,10.4,,,,,,,0.33,,,,,,32.2,,,,,,,,,0,,,,,38,,,,,,,,,11,,,,,,,,,,,,1964-09-17 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,24.3,,,7,,,,,,1493,,,1.3,,,,,,,,10.1,109.7,,,,,,,0.06,,,,,,287,,,,,,,,,100,,,,,309,,,,,,,,,5.8,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,石垣島,,,,,,,,井戸,用水,,,,23.7,,,7,,,,,,923,,,1.8,,,,,,,,9.8,66.1,,,,,,,0.06,,,,,,135,,,,,,,,,40,,,,,199,,,,,,,,,6,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,竹富島,,,,,,,,井戸,用水,,,,24.5,,,6.8,,,,,,781,,,4.6,,,,,,,,16.1,89.2,,,,,,,0.58,,,,,,112,,,,,,,,,100,,,,,279,,,,,,,,,15.4,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,竹富島,,,,,,,,井戸,用水,,,,27.5,,,7.4,,,,,,781,,,1.7,,,,,,,,15.9,92.9,,,,,,,0.06,,,,,,107,,,,,,,,,50,,,,,287,,,,,,,,,8.6,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,竹富島,,,,,,,,井戸,用水,,,,24.3,,,7.2,,,,,,1301,,,1.2,,,,,,,,3.7,114.1,,,,,,,0.06,,,,,,168,,,,,,,,,100,,,,,298,,,,,,,,,7.2,,,,,,,,,,,,1964-09-16 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,波照間島,,,,,,,,湧泉,用水,,,,,,,,,,,,,725,,,4,,,,,,,,19.3,82.9,,,,,,,0.1,,,,,,87.4,,,,,,,,,15,,,,,274,,,,,,,,,10.4,,,,,,,,,,,,1964-09-21 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,波照間島,,,,,,,,井戸,用水,,,,,,,,,,,,,1046,,,4.1,,,,,,,,16.4,119.7,,,,,,,0.06,,,,,,129,,,,,,,,,50,,,,,356,,,,,,,,,8.8,,,,,,,,,,,,1964-09-21 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,波照間島,,,,,,,,井戸,用水,,,,,,,,,,,,,1194,,,2.6,,,,,,,,6.6,103.3,,,,,,,0.06,,,,,,200,,,,,,,,,50,,,,,281,,,,,,,,,9.6,,,,,,,,,,,,1964-09-21 00:00:00,"沖縄の河川および地下水の水質,工業用水,1965"
沖縄県,那覇市美栄橋,127,40,50,26,12,40,,井戸,温泉・鉱泉,568,,30.8,29.4,60,,,8,,,,,,,,45.1,,,4220,39,,,16.3,53.8,112,,,,,,,1.73,,,,,,6590,29,33.4,,0,,,,,,,,,,442,0,,,,,,,,,,15.1,5.06,,10.6,330,,,0.07,,,1960.9.8.,"琉球の天然ガスの資源,地調月報,1965"
沖縄県,那覇市美栄橋,127,40,50,26,12,30,,井戸,用水,82,,30.5,23.2,,,,8.1,,,,,,,,9.7,,,198,6.2,,,0,12.2,18.9,,,,,,,0.61,,,,,,134,,,,0,,,,,27.9,,,,,353,19.7,,,,,,,,,,0.9,6.21,,0,269,,,0.14,,,1960-09-08 00:00:00,"琉球の天然ガスの資源,地調月報,1965"
沖縄県,那覇市,127,41,40,26,12,50,,井戸,用水,152,,29.2,24.3,20.83333333333334,,8.4,8.5,,,,,,,,10.3,,,218,3.2,,,0,2.5,4.8,,,,,,,0.28,,,,,,41.8,,,,0,,,,,11.1,,,,,517,16.9,,,,,,,,,,,,,0,385,,,0.55,,,1960-09-08 00:00:00,"琉球の天然ガスの資源,地調月報,1965"
沖縄県,那覇市国際通,127,41,10,26,12,30,,井戸,用水,182,,29.2,27.8,69.44444444444444,,8,8.2,,,,,,,,56.3,,,1195,5.6,,,3.5,7.6,16.7,,,,,0.25,0.42,0.67,,,,,,1480,,,,0,,,,,2,,,,,720,18.6,,,,,,,,,,19.8,1.36,,0,533,,,0.07,,,1960-09-08 00:00:00,"琉球の天然ガスの資源,地調月報,1965"
沖縄県,豊見城村直玉橋南,127,41,40,26,11,20,,井戸,用水,152,,26.8,26.3,20.83333333333334,,8.6,8.6,,,,,,,,12.6,,,541,3,,,0.83,1,5,,,,,,,0.22,,,,,,566,,,,2.14,,,,,3.3,,,,,465,19.7,,,,,,,,,,0.9,,,0,349,,,0.26,,,1960-09-08 00:00:00,"琉球の天然ガスの資源,地調月報,1965"
沖縄県,南風原村津嘉山区,127,42,20,26,10,50,,井戸,用水,244,,26,26.7,,,9.8,9.4,,,,,,,,34.9,,,5990,42,,,16.6,13,182,,,,,0,0.16,0.16,,,,,,9410,35.6,50.4,,0,,,,,26.9,,,,,0,155,,,,,,,,,,10.4,0.64,,0,114,,,0,,,1960-09-08 00:00:00,"琉球の天然ガスの資源,地調月報,1965"
