都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
新潟県,牧油田上原地区,,,,,,,,井戸,油井,285.8,,29.6,25,,,8.8,8.8,,,,,,,,,,,,,,,15,,,,,,,7.91,14.59,22.5,,,,,,7413,,,,0,0,,,,,,,,,1330,144,,,,,,,,,,,0.5,,0,1100,,,0.75,,,1953-05-01 00:00:00,"新潟油田の地化学的予察報告,地調月報, 1955"
新潟県,牧油田原地区,,,,,,,,井戸,油井,,,,13.4,,,8.5,8.7,,,,,,,,,,,,,,,16.9,,,,,,,4.06,6.77,10.83,,,,,,7417,,,,0,0,,,,,,,,,1970,240,,,,,,,,,,,1.21,,0,1660,,,0,,,1953-05-01 00:00:00,"新潟油田の地化学的予察報告,地調月報, 1955"
新潟県,新潟ガス田,,,,,,,,井戸,ガス井,,,,,2220,,7.3,7.8,,,,,,,,129.8,,,,,,,78.4,494,46.1,,,,,13.1,,13.3,,,,,,10520,,,,,,,,,,,,,,1052,,,,,,,,,,,,,,,760,,,,,,,本邦天然ガス鉱床の地質学的研究，地調報告，1956
新潟県,長岡市,138,52,40,37,24,10,,井戸,用水,,,,13.7,,,7.3,7.5,,,,,,,,0.3,,,9.7,3.2,,,0,3.1,7.8,,,,,0,0.03,,,,,,,8.6,,,,0,,,,,5,,,,,55.6,,,,,,,,,30.4,,,7.7,,1.1,,,,0.08,,,1957-11-01 00:00:00,新潟県新潟市・長岡市および新発田市工業用水源調査報告，地調月報，1958
新潟県,長岡市,138,53,0,37,28,40,,井戸,用水,,,,16.7,,,7.1,7.3,,,,,,,,4,,,12.7,3.1,,,8,7.2,15.1,,,,,1.25,0.31,,,,,,,9.7,,,,0,,,,,2,,,,,106.6,,,,,,,,,30,,,1.6,,3.9,,,,0.65,,,1957-11-01 00:00:00,新潟県新潟市・長岡市および新発田市工業用水源調査報告，地調月報，1958
新潟県,長岡市,138,51,30,37,28,10,,井戸,用水,125,,,,2300,,6.8,7.2,,,,,,,,0.3,,,12.8,2.4,,,0,12.1,33.6,,,,,0.26,0.02,,,,,,,16.4,,,,0.02,,,,,0.11,,,,,160.3,,,,,,,,,14.5,,,0.7,,6.1,,,,0.06,,,1957-11-01 00:00:00,新潟県新潟市・長岡市および新発田市工業用水源調査報告，地調月報，1958
新潟県,長岡市,138,51,30,37,28,10,,井戸,用水,87,,,13.6,1800,,7.1,7.3,,,,,,,,4.1,,,9.8,2,,,0.1,5.6,10.3,,,,,0.63,0.03,,,,,,,9.6,,,,0,,,,,0,,,,,75.1,,,,,,,,,23.2,,,0.4,,2.2,,,,0.39,,,1957-11-01 00:00:00,新潟県新潟市・長岡市および新発田市工業用水源調査報告，地調月報，1958
新潟県,,138,36,5,37,3,47,,井戸,温泉・鉱泉,,,,80,,,7.7,,,,,,,,,,,,3756,98,,,,26.2,1861,,,,,,,,,,,,,9131,35.9,0,,,,,,,88.9,,,,,45.8,,,,,,,,,,,,,0,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,138,36,5,37,3,47,,井戸,温泉・鉱泉,,,,80,,,7.4,,,,,,,,,,,,3750,114,,,,3.7,1817,,,,,,,,,,,,,8563,33.6,0.85,,,,,,,70.8,,,,,41.5,,,,,,,,,,,,,0,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,138,32,19,37,21,44,,井戸,温泉・鉱泉,,,,47.5,,,7.1,,,,,,,,,,,,5263,90,,,,83.2,278.1,,,,,,,,,,,,,9343,47.2,6.7,,,,,,,,,,,,524.6,,,,,,,,,,,,,0,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,138,32,19,37,21,44,,井戸,温泉・鉱泉,,,,36.5,,,7.1,,,,,,,,,,,,5069,100,,,,97.8,266.8,,,,,,,,,,,,,8935,,,,,,,,,,,,,,603.9,,,,,,,,,,,,,0,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,138,50,44,37,28,30,,井戸,温泉・鉱泉,,,,41,,,7.5,,,,,,,,,,,,1087,148,,,,7,40.7,,,,,,,,,,,,,1631,,,,,,,,,,,,,,538,,,,,,,,,,,,,0,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,139,7,53,37,47,40,,井戸,温泉・鉱泉,,,,48.5,,,7.7,,,,,,,,,,,,4291,45,,,,8.3,21.4,,,,,,,,,,,,,5106,22.2,6.3,,,,,,,,,,,,2952,,,,,,,,,,,,,0,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,139,18,36,37,52,26,,井戸,温泉・鉱泉,,,,48,,,7.5,,,,,,,,,,,,1372,28,,,,33.6,75.4,,,,,,,,,,,,,1666,,,,,,,,,564.6,,,,,149.5,,,,,,,,,,,,,96.2,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,139,26,34,38,12,30,,井戸,温泉・鉱泉,,,,104,,,8.6,,,,,,,,,,,,1206,80,,,,1.5,93.7,,,,,,,,,,,,,1950,11.1,0.2,,,,,,,240.8,,,,,46.4,22.5,,,,,,,,,,,,2.5,,,,,,,,,"本邦高鹹泉の温泉地質的意義,地調月報,1958"
新潟県,,139,4,46,37,11,33,,湧泉,温泉・鉱泉,,,,56,,,8.4,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,50,,,,,,,,,155.5,,,,,35,6,,,,,,,,,,,,,,,,,,,,,"本邦温泉の地域性について（その２）,地学雑誌,1960"
新潟県,,139,5,27,37,10,44,,湧泉,温泉・鉱泉,,,,38,,,8.6,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,20,,,,,,,,,123.5,,,,,39.6,5.3,,,,,,,,,,,,,,,,,,,,,"本邦温泉の地域性について（その２）,地学雑誌,1960"
新潟県,,137,52,34,36,51,50,,湧泉,温泉・鉱泉,,,,47.5,,,6.5,,,,,1424,,,,,,,,,,,,17.2,122.2,,,,,,,,,,,,,337.5,,,,,,,,,120.8,,,,,786,,,,,,,,,,,,,,52,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
新潟県,,137,52,34,36,51,50,,湧泉,温泉・鉱泉,,,,62.5,,,6.3,,,,,1346,,,,,,,,,,,,25.2,87.4,,,,,,,,,,,,,412.7,,,,,,,,,81.4,,,,,610,,,,,,,,,,,,,,33,,,,,,,,"本邦諸温泉の地質学的研究,地調報告,1962"
