都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,dis.O2,free H2S,free CO2,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
福岡県,筑邦町,130,30,20,33,16,0,,井戸,用水,106,,,18.3,1000,,7,7.2,,,,,,8500,,0.58,,,6.2,1.9,,,0.4,3.7,10.3,,,,,,,,,,,,,5,,,,0,,,,,1,,,,,,,,,,,,,,50.7,,,,,,,,,,,,1964-11-04 00:00:00,"佐賀・福岡県筑後平野東部地域における工業用地下水源,地調月報,1966"
福岡県,坑道深度450m,,,,,,,,坑道,坑道湧水,,,,30,,,7.8,,,,,,,,,3.1,,,,,,,0.4,3.5,6.2,,,,,0.1,,,,,,,,72.4,,,,,,,,,1.9,,,,,420.9,,,,,,,,,,,,,,,,,,,,,,"諌早炭田北部の地下水,松下久道教授記念論文集,1971"
福岡県,坑道深度520m,,,,,,,,坑道,坑道湧水,,,,,,,8.2,,,,,,,,,2.6,,,,,,,0.8,1.5,3.2,,,,,0.1,,,,,,,,58,,,,,,,,,1,,,,,430.1,,,,,,,,,,,,,,,,,,,,,,"諌早炭田北部の地下水,松下久道教授記念論文集,1971"
福岡県,坑道深度560m,,,,,,,,坑道,坑道湧水,,,,32,,,8.1,,,,,,,,,3.4,,,,,,,0.3,1,3.8,,,,,0,,,,,,,,57.6,,,,,,,,,6.5,,,,,451.4,,,,,,,,,,,,,,,,,,,,,,"諌早炭田北部の地下水,松下久道教授記念論文集,1971"
福岡県,坑道深度600m,,,,,,,,坑道,坑道湧水,,,,33,,,8.1,,,,,,,,,0.6,,,,,,,0.2,1.5,2.5,,,,,0.3,,,,,,,,74.3,,,,,,,,,0.7,,,,,466.4,,,,,,,,,,,,,,,,,,,,,,"諌早炭田北部の地下水,松下久道教授記念論文集,1971"
福岡県,平尾台青龍　,,,,,,,,湧泉,用水,,,,,,,,8.3,,,,,,,,,,,2.5,0.01,,,,1.21,54.2,,,,,,,,,,,,,5.8,,,,,,,,,6.1,,,,,157,,,,,,,,,2.2,,,,,,,,,,,,1979-01-03 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台青龍　,,,,,,,,湧泉,用水,,,,,,,,8.1,,,,,,,,,,,3.4,0.15,,,,1.45,42,,,,,,,0.011,,,,,,4.7,,,,,,,,,2.8,,,,,128,,,,,,,,,7.9,,,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台青龍　,,,,,,,,湧泉,用水,,,,,,,,7.4,,,,,,,,,,,4.7,0.51,,,,0.96,11.7,,,,,,,0.028,,,,,,4.8,,,,,,,,,2.5,,,,,44.4,,,,,,,,,13.6,,,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台青龍　,,,,,,,,湧泉,用水,,,,,,,,7.9,,,,,,,,,,,4,0.44,,,,0.96,23,,,,,,,0.039,,,,,,4.8,,,,,,,,,3.2,,,,,78.6,,,,,,,,,10.7,,0,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台青龍　,,,,,,,,湧泉,用水,,,,,,,,7.5,,,,,,,,,,,4.4,0.46,,,,1,18.3,,,,,,,0.051,,,,,,4.9,,,,,,,,,3.3,,,,,61.5,,,,,,,,,12.2,,0,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台青龍　,,,,,,,,湧泉,用水,,,,,,,,7.2,,,,,,,,,,,4.9,0.46,,,,0.9,6.8,,,,,,,0.025,,,,,,4.8,,,,,,,,,4,,,,,29.8,,,,,,,,,14.5,,0.022,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,11.2,12.1,,,7.5,8.6,,,,,,,,,,,2.6,0.07,,,,0.92,49.8,,,,,,,,,,,,,4.8,,,,,,,,,7.2,,,,,128,,,,,,,,,3.9,,,,,,,,,,,,1974-05-05 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,11.2,,,7.7,8.5,,,,,,,,,,,3.7,0.36,,,,1.14,39.9,,,,,,,,,,,,,4.9,,,,,,,,,6.5,,,,,118,,,,,,,,,9.9,,,,,,,,,,,,1974-05-05 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,,,,,8.3,,,,,,,,,,,3.6,0.32,,,,1.34,50.2,,,,,,,0.013,,,,,,5.6,,,,,,,,,6.3,,,,,146,,,,,,,,,7.1,,0.001,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,13.1,13.3,,,7.6,8.6,,,,,,,,,,,3.3,0.17,,,,0.89,56.8,,,,,,,,,,,,,5.7,,,,,,,,,7.1,,,,,140,,,,,,,,,3.9,,,,,,,,,,,,1974-05-05 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,14,13,,,7.3,8.6,,,,,,,,,,,4.3,0.48,,,,1.35,34.2,,,,,,,,,,,,,5,,,,,,,,,5.5,,,,,108,,,,,,,,,12.8,,,,,,,,,,,,1974-05-03 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,14.1,,,7.5,8.5,,,,,,,,,,,4.5,0.51,,,,1.37,32.3,,,,,,,,,,,,,4.8,,,,,,,,,4.9,,,,,104,,,,,,,,,13,,,,,,,,,,,,1974-05-05 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,,,,,,,,,,,,,,,,4.9,0.58,,,,1.42,39.7,,,,,,,0.013,,,,,,4.8,,,,,,,,,3.9,,,,,123,,,,,,,,,12.1,,0.024,,,,,,,,,,1977-10-27 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,,,,,8.3,,,,,,,,,,,4.7,0.48,,,,1.46,35.8,,,,,,,0.022,,,,,,5.5,,,,,,,,,5,,,,,114,,,,,,,,,13.3,,0.009,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,,,,,8.3,,,,,,,,,,,4.1,0.2,,,,1.23,59.3,,,,,,,0.009,,,,,,8.6,,,,,,,,,9.9,,,,,161,,,,,,,,,3.9,,,,,,,,,,,,1979-01-04 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,11,13,,,7.6,8.6,,,,,,,,,,,2.8,0.07,,,,0.77,59.6,,,,,,,,,,,,,5.7,,,,,,,,,5.2,,,,,158,,,,,,,,,2.9,,,,,,,,,,,,1974-05-03 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,13,13.2,,,7.7,8.4,,,,,,,,,,,3.1,0.13,,,,0.86,44.6,,,,,,,,,,,,,5.3,,,,,,,,,7.6,,,,,117,,,,,,,,,0.001,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,,,,,,,,,,,,,,,,3.9,0.38,,,,1.39,64.3,,,,,,,0.009,,,,,,4.8,,,,,,,,,5.2,,,,,190,,,,,,,,,6.2,,0.022,,,,,,,,,,1977-10-27 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,14.6,13.1,,,7.6,,,,,,,,,,,,2.8,0.13,,,,0.79,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,12,13.5,,,7.2,8.6,,,,,,,,,,,3.1,0.21,,,,1.25,73,,,,,,,,,,,,,6.2,,,,,,,,,11.6,,,,,185,,,,,,,,,3.9,,,,,,,,,,,,1974-05-03 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,,,,7.8,8.6,,,,,,,,,,,4.2,0.68,,,,1.14,48.2,,,,,,,,,,,,,6.5,,,,,,,,,6,,,,,132,,,,,,,,,8,,,,,,,,,,,,1974-05-05 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,10.4,,,7.8,8.7,,,,,,,,,,,3.5,0.32,,,,1.53,76.7,,,,,,,,,,,,,7,,,,,,,,,15.2,,,,,207,,,,,,,,,7.5,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,9.8,,,7.8,,,,,,,,,,,,2.1,0.21,,,,0.52,46.1,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,,,,,13.3,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,9.7,9.3,,,7.6,,,,,,,,,,,,1.9,0.07,,,,0.52,51.1,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,13.9,,,7.7,8.5,,,,,,,,,,,4.8,0.65,,,,1.87,42.6,,,,,,,,,,,,,7.4,,,,,,,,,11.1,,,,,121,,,,,,,,,12.2,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,13.7,13.7,,,7.7,8.3,,,,,,,,,,,3.6,0.34,,,,1.08,41.6,,,,,,,,,,,,,5.1,,,,,,,,,7.9,,,,,101,,,,,,,,,8.4,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,12,13.9,,,7,8.3,,,,,,,,,,,9.5,6.6,,,,2.66,22.2,,,,,,,,,,,,,11.8,,,,,,,,,6.9,,,,,90.2,,,,,,,,,57.2,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,平尾台,,,,,,,,湧泉,用水,,,,14.4,,,7.7,8.6,,,,,,,,,,,2.8,0.18,,,,0.95,62.8,,,,,,,,,,,,,5.3,,,,,,,,,7,,,,,159,,,,,,,,,4.7,,,,,,,,,,,,1974-05-06 00:00:00,"福岡県平尾台の地下水の化学成分,洞窟学雑誌,1979"
福岡県,豊前市,,,,,,,,井戸,観測井,124,,,21.5,,,6.1,,,,,,,,,0.5,,,41.2,1.9,,,,9.6,14.8,,,,,,,0.05,,,,,,21.1,,,,,,,,,0.3,,,,,26.8,,,,,,,,,11.1,,,5.5,,15.8,,,,,,,1971,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
福岡県,二日市町,130,30,47,33,29,1,,不明,温泉・鉱泉,,,27.8,46.2,48.6,,8.9,8.9,,0.9991,,684,,,,,,,281.9,5.717,,,,0.5684,12.3,,,0.06,,0.35,,,,,,,,314.6,,,6.89,,,0.3472,,,24.55,,,,,93.67,37.45,,,21.49,,,,0.1817,,57.89,,,,,,,,,,mg/kg,,"温泉中分析試験,福岡県衛生研究所報3,1953"
福岡県,穂波村,130,40,52,33,37,11,,不明,温泉・鉱泉,,,29.6,42.4,424.5,,9.9,9.9,,0.9984,,300.4,,,,,,,86.56,21.57,,,,0.1751,1.861,,,0.371,,0.5604,,,,,,,,77.17,,,0.5102,,,,,,17.35,,,,,97.5,7.183,,,3.5,,,,,,56.25,,,,,,,,,,mg/kg,,"温泉中分析試験,福岡県衛生研究所報3,1953"
福岡県,杷木町,130,40,54,33,20,55,,不明,温泉・鉱泉,,,7.8,38,7228,,7.4,,,0.9988,,576,,,,,,,184.1,5.365,,,,5.381,18.28,,,0.344,,0.595,,,,,,,,116.7,,,,,,,,,,,,,,382.2,,,,,,,,,,60.06,,,,13.29,,,,,,mg/kg,,"温泉中分析試験,福岡県衛生研究所報3,1953"
福岡県,,130,31,1,33,29,16,,不明,温泉・鉱泉,,,14.2,44.2,111.6,,8.8,8.72,15.26,,,,,,,,,,26.47,3.953,,,,0.6997,10.51,,,,,0.025,,,,,,,,296.9,,,3.697,,,0.8764,,,28.78,,,,,104.4,19.92,,,26.4,,,,0.0363,,57.46,,,,,,,,,,mg/kg,,"福岡県下に於ける温泉分析例,福岡県衛生研究所報4,1956"
福岡県,,130,31,1,33,29,16,,不明,温泉・鉱泉,,,17.4,48,46.2,,8.4,8.65,10.1,,,,,,,,,,245.6,3.774,,,,0.349,9.579,,,,0.004,0.024,,,,,,,,243.9,,,0.085,,,0.232,,,33.05,,,,,100.5,48.67,,,18.58,,,,0.214,,58.38,,,,,,,,,,mg/kg,,"福岡県下に於ける温泉分析例,福岡県衛生研究所報4,1956"
福岡県,,130,46,54,33,20,55,,不明,温泉・鉱泉,,,32,48,15.8,,8.2,8.2,2.6,,,,,,,,,,318.4,1.624,,,,0.416,3.721,,,,,0.131,,,,,,,,175,,,0.063,,,,,,7.271,,,,,339.7,84.9,,,26.9,,,,0.054,,56.34,,,,,,,,,,mg/kg,,"福岡県下に於ける温泉分析例,福岡県衛生研究所報4,1956"
福岡県,,130,46,54,33,20,55,,不明,温泉・鉱泉,,,18,43,116.5,,8.2,8.2,0.74,,,,,,,,,,236.3,2.507,,,,1.882,8.337,,,,,0.203,,,,,,,,121.8,,,1.582,,,0.43,,,3.461,,,,,348.4,31.33,,,23.72,,,,0.032,,57.53,,,,,,,,,,mg/kg,,"福岡県下に於ける温泉分析例,福岡県衛生研究所報4,1956"
福岡県,,130,46,54,33,20,55,,不明,温泉・鉱泉,,,17,50,35.4,,8.2,8.25,0.76,,,,,,,,,,298.8,1.973,,,,1.006,4.508,,,,,0.134,,,,,,,,157.9,,,3.776,,,0.926,,,6.716,,,,,321.3,70.36,,,38.45,,,,0.032,,53.88,,,,,,,,,,mg/kg,,"福岡県下に於ける温泉分析例,福岡県衛生研究所報4,1956"
福岡県,,130,46,54,33,20,55,,不明,温泉・鉱泉,,,25,43,53.4,,8.1,8.1,0.77,,,,,,,,,,240.5,2.472,,,,1.903,8.658,,,,,0.133,,,,,,,,124.7,,,0.017,,,0.628,,,2.554,,,,,298.6,65.86,,,18.76,,,,0.032,,53.62,,,,,,,,,,mg/kg,,"福岡県下に於ける温泉分析例,福岡県衛生研究所報4,1956"
福岡県,玄海町,130,30,48,33,49,7,,不明,温泉・鉱泉,,,31.2,20.4,1,,7.2,7.25,26.1,,,,,,,,,,1226,3.692,,,,45.31,1460,,,0.3,2.169,0.467,,,,,,,,4309,,,,,,,,,313,,,,,130.1,,,,,,,,,,19.43,,,,,,,,,,mg/kg,1951-09-02 00:00:00,"温泉分析について,福岡県衛生研究所報5,1956"
福岡県,筑紫野町,130,30,41,33,28,57,,不明,温泉・鉱泉,,,28,45,123.7,,8.4,8.4,24.62,,,,,,,,,,216,3.359,,,,0.81,7.809,,,,,1.838,,,,,,,,180.8,,,0.068,,,0.854,,,41.13,,,,,122.4,50.1,,,14.56,,,,0.107,,55.24,,,,,,,,,,mg/kg,1951-10-09 00:00:00,"温泉分析について,福岡県衛生研究所報5,1956"
福岡県,北野町,130,37,2,33,20,7,,不明,温泉・鉱泉,,,21,32.3,76.3,,7.4,7.51,1.57,,,,,,,,,,145.7,20.13,,,,5.141,11.02,,,,0.2,1.47,,,,,,,,52.53,,,,,,,,,0.494,,,,,390.75,,,,,,,,0.032,,107.5,4.909,,,80.39,,,,,,mg/kg,1951-11-24 00:00:00,"温泉分析について,福岡県衛生研究所報5,1956"
福岡県,浮羽町,130,48,20,33,21,6,,不明,温泉・鉱泉,,,13,34.4,45.9,,9.2,9.25,13.02,,,,,,,,,,39.92,11.21,,,,0.415,3.509,,,,,0.028,,,,,,,,20.6,,,10.28,,,0.822,,,9.654,,,,,19.2,11.35,,,,,,,0.125,,19.16,,,,,,,,,,mg/kg,1952-03-27 00:00:00,"温泉分析について,福岡県衛生研究所報5,1956"
福岡県,,130,30,48,33,29,37,,不明,温泉・鉱泉,,,15,28,157,,8.1,8.3,14.48,0.999,,435,,,,,,,158.2,0.883,,,,0.503,18.67,,,1.46,,0.03,,,,,,,,101.2,,,0.952,,,1.29,,,53.75,,,,,152.1,42.31,,,2.912,,,,0.032,,53.6,,,,,,,,,,mg/kg,1954-05-06 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,30,48,33,29,37,,不明,温泉・鉱泉,,,4.9,29.2,57,,8.3,8.6,12.14,0.9987,,397,,,,,,,170.9,1.66,,,,0.154,15.71,,,2.145,,0.035,,,,,,,,124.5,,,1.956,,,2.546,,,46.7,,,,,106.4,60.31,,,4.881,,,,0.032,,54.79,,,,,,,,,,mg/kg,1954-05-06 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,31,1,33,29,16,,不明,温泉・鉱泉,,,9,26.8,69,,8.2,8.28,10.1,0.9985,,407,,,,,,,144.1,0.812,,,,0.591,24.55,,,0.3,,0.1,,,,,,,,79.79,,,1.854,,,,,,50.73,,,,,115.1,61.69,9.791,,4.88,,,,0.064,,39.8,,,,,,,,,,mg/kg,1954-01-30 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,31,1,33,29,16,,不明,温泉・鉱泉,,,12.1,39.2,84.3,,8.1,8.3,11.17,0.9987,,424,,,,,,,173.9,2.79,,,,0.394,10.31,,,1.126,,0.401,,,,,,,,133.6,,,4.303,,,0.364,,,31.11,,,,,110,49.96,,,7.335,,,,0.064,,55.88,,,,,,,,,,mg/kg,1954-03-09 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,31,1,33,29,16,,不明,温泉・鉱泉,,,11.7,44.2,57,,8.4,8.8,18.09,0.9987,,528,,,,,,,221.4,3.602,,,,0.306,11.95,,,1.103,,0.15,,,,,,,,200.7,,,26.43,,,1.455,,,38.11,,,,,37.58,48.91,,,9.783,,,,0.107,,60.13,,,,,,,,,,mg/kg,1954-03-09 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,46,44,33,21,58,,不明,温泉・鉱泉,,,19.8,54.2,87,,8.6,8.4,1.55,0.9989,,698,,,,,,,296.6,2.595,,,,0.328,4.651,,,0.377,,1.601,,,,,,,,157.4,,,35.61,,,0.53,,,9.69,,,,,127.3,116.2,,,37.17,,,,0.032,,59.34,,,,,,,,,,mg/kg,1954-06-30 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,46,44,33,21,58,,不明,温泉・鉱泉,,,23.8,53.8,93.7,,8.5,8.55,1.36,0.9988,,651,,,,,,,294.3,2.613,,,0.16,0.306,2.791,,,0.367,,0.075,,,,,,,,153.2,,,8.079,,,2.315,,,7.375,,,,,227.1,104.5,,,37.17,,,,,,60.12,,,,,,,,,,mg/kg,1954-06-30 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,46,44,33,20,50,,不明,温泉・鉱泉,,,33,41.5,168,,8.1,8.3,0.09,0.9977,,614,,,,,,,254.9,3.006,,,,1.285,15.76,,,0.655,,0.01,,,,,,,,108.2,,,0.9,,,,,,0.949,,,,,372.3,48.67,,,24.49,,,,,,60.84,,,,,,,,,,mg/kg,1954-09-03 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,49,48,33,21,37,,不明,温泉・鉱泉,,,32,19.6,24,,8.4,8.6,8.25,0.9977,,542,,,,,,,252.3,1.603,,,,0.219,8.166,,,0.651,,0.031,,,,,,,,96,,,1.31,,,,,,21.03,,,,,186.7,143.1,,,19.57,,,,,,29.31,,,,,,,,,,mg/kg,1954-09-03 00:00:00,"温泉分析,福岡県衛生研究所報7,1968"
福岡県,,130,30,47,33,29,1,,不明,温泉・鉱泉,,,14.7,31,85.3,,8.19,8.2,17.14,0.9986,,457.5,,,,,,,130.4,2.013,,,,,21.82,,,0.903,,0.135,,,,,,,,131.4,,,0.027,,,,,,43.39,,,,,137.7,1.029,1.595,,0.449,,,,,,51.07,4.856,,,2.086,,,,,,mg/kg,1955-03-15 00:00:00,"温泉分析試験成績,福岡県衛生研究所報8,1959"
福岡県,,130,30,47,33,29,1,,不明,温泉・鉱泉,,,18.9,44.6,83,,8.9,8.9,19.85,0.9986,,564.5,,,,,,,188.9,3.39,,,,,7.658,,,0.779,,"0,.094",,,,,,,,217.8,,,0.136,,,,,,35.52,,,,,98.92,4.488,7.771,0.011,3.28,,,,,,51.17,7.279,,,0.308,,,,,,mg/kg,1955-03-15 00:00:00,"温泉分析試験成績,福岡県衛生研究所報8,1959"
福岡県,,130,30,47,33,29,1,,不明,温泉・鉱泉,,,,21.3,51,,,8.5,9.17,0.9985,,388,,,,,,,67.77,0.636,,,0.229,2.933,51.97,,,,,1.534,,,,,,,,59.77,,,0.005,,,,,,51.55,,,,,187.1,0.156,0.262,,,,,,0.107,,42.04,,,,13.13,,,,,,mg/kg,1955-10-28 00:00:00,"温泉分析試験成績,福岡県衛生研究所報8,1959"
福岡県,,130,30,47,33,29,1,,不明,温泉・鉱泉,,,16.4,28.4,81.7,,8.3,8.46,3.31,0.9984,,155.5,,,,,,,36.14,0.671,,,,0.306,8.59,,,0.551,,3.089,,,,,,,,13.28,,,0.496,,,,,,3.214,,,,,104.7,0.198,1.681,0.007,,,,,,,30.07,,,,1.003,,,,,,mg/kg,1955-12-09 00:00:00,"温泉分析試験成績,福岡県衛生研究所報8,1959"
福岡県,,130,30,48,33,29,37,,不明,温泉・鉱泉,,,23.5,27.8,10.14,,8.4,8.5,17.67,0.9983,,435.1,,,,,,,145.9,1.236,,,,,5.582,,,0.798,,0.136,,,,,,,,117.4,,,0.0544,,,,,,51.01,,,,,133.8,2.31,2.467,,1.541,,,,,,40.05,8.432,,,0.963,,,,,,mg/kg,1955-07-08 00:00:00,"温泉分析試験成績,福岡県衛生研究所報8,1959"
福岡県,,130,46,33,33,20,54,,不明,温泉・鉱泉,,,14.8,41.7,46,,8.5,8.7,0.06,0.9984,,630,,,,,,,221.3,6.748,,,0.896,,12.24,,,0.326,,0.094,,,,,,,,147.4,,,0.085,,,,,,2.391,,,,,360.3,10.63,4.695,0.004,4.513,,,,,,47.61,15.41,,,1.729,,,,,,mg/kg,1955-01-18 00:00:00,"温泉分析試験成績,福岡県衛生研究所報8,1959"
福岡県,,130,46,33,33,20,54,,不明,温泉・鉱泉,,,12.1,42,127.5,,8,8.2,0.19,0.9995,,601.5,,,,,,,188.2,6.352,,,0.665,,18.88,,,0.179,,0.215,,,,,,,,109.4,,,0.027,,,,,,1.153,,,,,413.9,3.882,2.112,0.015,1.271,,,,,,67.51,13.7,,,6.262,,,,,,mg/kg,1955-01-18 00:00:00,"温泉分析試験成績,福岡県衛生研究所報8,1959"
福岡県,,130,19,44,33,30,5,,不明,温泉・鉱泉,,,22.8,26.2,42.52,,9.7,9.8,2.6,0.9983,,145,,,,,,,51.55,0.124,,,,0.024,0.996,,,0.017,,,,0.022,,,,,,18.69,,,1.072,,,,,,10.47,,,,,52.53,8.38,25.78,0.639,,,,,,,20.87,,,,,,,,,,mg/kg,1961-06-02 00:00:00,"鉱泉分析,福岡県衛生研究所報,1965"
福岡県,,130,24,10,33,9,9,,不明,温泉・鉱泉,,,27.4,47.9,,,8.5,8.5,0.22,0.9999,,202.3,,,,,,,780.5,5.608,,,1.052,3.059,9.095,,,0.04,,,,1.007,,,,,,826.2,,,0.068,,,,,,0.699,,,,,681.1,6.526,3.23,,4.252,,,,,,40.97,18.14,,,3.046,,,,,,mg/kg,1961-09-26 00:00:00,"鉱泉分析,福岡県衛生研究所報,1965"
福岡県,,130,35,37,33,41,15,,不明,温泉・鉱泉,,,16.4,27.7,,,9.3,9.4,4.2,0.9983,,100,,,,,,,37.04,,,,,0.173,2.212,,,0.029,,,,0.028,,,,,,10.35,,,0.425,,,,,,15.04,,,,,50.41,3.159,13.68,0.004,,,,,,,27.73,,,,4.102,,,,,,mg/kg,1961-05-14 00:00:00,"鉱泉分析,福岡県衛生研究所報,1965"
福岡県,,130,46,54,33,20,55,,不明,温泉・鉱泉,,,15.8,48.8,125.28,,8.4,8.5,0.43,0.9988,,632.5,,,,,,,239.1,1.801,,,,0.845,3.519,,,0.404,,,,0.025,,,,,,162.4,,,0.054,,,,,,4.202,,,,,358.6,2.661,4.371,,3.862,,,,,,70.9,21.09,,,3.908,,,,,,mg/kg,1961-01-17 00:00:00,"鉱泉分析,福岡県衛生研究所報,1965"
福岡県,,130,46,54,33,20,55,,不明,温泉・鉱泉,,,14.8,49.5,77,,8.8,8.8,0.21,0.9988,,719.5,,,,,,,256.1,2.084,,,,0.616,1.645,,,0.048,,,,0.031,,,,,,182.4,,,0.107,,,,,,8.199,,,,,341.3,5.389,7.024,0.007,5.335,,,,,,56.89,14.54,,,1.021,,,,,,mg/kg,1961-04-11 00:00:00,"鉱泉分析,福岡県衛生研究所報,1965"
福岡県,,130,46,54,33,20,55,,不明,温泉・鉱泉,,,14.8,51.7,46,,8.8,8.8,0.39,0.9988,,700.5,,,,,,,251.7,3.355,,,,0.545,4.698,,,0.023,,,,0.042,,,,,,182.4,,,0.107,,,,,,8.899,,,,,341.3,5.389,7.116,0.007,3.999,,,,,,57.71,10.92,,,1.021,,,,,,mg/kg,1961-04-11 00:00:00,"鉱泉分析,福岡県衛生研究所報,1965"
