都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(m),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(ﾏｯﾍ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na＋,Ｋ＋,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
栃木県,芳賀郡二宮町物井1180二宮公民館物井分館,140,0,20,36,23,20,,井戸,観測井,80,,,16,,,7.3,7.3,,,,,139,,,0.2,,,11.2,1,,,0,5.1,11.2,,,,0,,,0.03,,,,,,7.2,,,,0,0.71,,,,2.4,,,,,73.4,,,,,,,,,54.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,51,50,36,33,20,,井戸,用水,,,,18,,,6.6,6.7,,,,,240,,,0.2,,,16.6,1.7,,,0,5.4,26.4,,,,0,,,0,,,,,,19.2,,,,0,7.35,,,,30.7,,,,,57.5,,,,,,,,,29.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,54,0,36,32,30,,井戸,用水,,,,18,,,6.6,6.8,,,,,250,,,0.2,,,19.5,2,,,0.21,5.8,27.2,,,,0,,,0.05,,,,,,22.7,,,,0,6.38,,,,33.8,,,,,73.4,,,,,,,,,26,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,56,0,36,33,30,,井戸,用水,,,,15.5,,,6.2,6.5,,,,,194,,,0.2,,,14.5,1.6,,,0.1,8.2,21.6,,,,0,,,0.02,,,,,,22.4,,,,0,19,,,,6.3,,,,,88,,,,,,,,,39.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,59,0,36,35,50,,井戸,用水,,,,18.4,,,6.2,6.4,,,,,144,,,0.1,,,8.5,1.6,,,0,2.9,12.8,,,,0,,,0,,,,,,15.3,,,,0,19.8,,,,4,,,,,30.7,,,,,,,,,31.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,58,50,36,33,40,,井戸,用水,,,,16.1,,,6.5,6.8,,,,,86,,,0.1,,,5.9,0.9,,,0,2.9,72,,,,0,,,0,,,,,,9.2,,,,0,8.7,,,,2.5,,,,,28.2,,,,,,,,,38.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,140,4,0,36,33,0,,井戸,用水,,,,15,,,6.6,6.8,,,,,178,,,0.1,,,12.1,2.8,,,0,5.6,18,,,,0,,,0,,,,,,17.8,,,,0,3.9,,,,23.1,,,,,56.4,,,,,,,,,25.4,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,140,0,0,36,32,0,,井戸,用水,,,,15.3,,,6.8,6.8,,,,,75,,,0.2,,,9,2.7,,,0,1.9,5.2,,,,0,,,0,,,,,,8.5,,,,0,3.37,,,,2.4,,,,,34.3,,,,,,,,,36.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,58,20,36,31,20,,井戸,用水,,,,14.8,,,6.5,6.7,,,,,118,,,0.1,,,7.5,1,,,0,3.4,10,,,,0,,,0,,,,,,11.7,,,,0,10.2,,,,2.4,,,,,39.2,,,,,,,,,45.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,54,0,36,30,20,,井戸,用水,,,,14.8,,,6.5,6.6,,,,,215,,,0.2,,,10.8,1.5,,,0,4.1,23.6,,,,0,,,0.02,,,,,,21.3,,,,0,11,,,,25,,,,,49.4,,,,,,,,,33.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,53,10,36,29,0,,井戸,用水,,,,16.8,,,6.7,6.7,,,,,249,,,0.2,,,9.6,1.6,,,0.13,8.5,27.6,,,,0,,,0.02,,,,,,23.4,,,,0,6.29,,,,29.3,,,,,77.2,,,,,,,,,41,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,52,0,36,28,0,,井戸,用水,,,,16,,,6.4,6.8,,,,,202,,,0.3,,,8.2,1.3,,,0,6.1,18.4,,,,0,,,0,,,,,,17.8,,,,0,14.5,,,,9.1,,,,,58.8,,,,,,,,,44,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,51,30,36,26,50,,井戸,用水,,,,19.9,,,6.4,6.6,,,,,228,,,0.2,,,6.8,3.4,,,0,8.7,20.8,,,,0,,,0,,,,,,30.2,,,,0,31.4,,,,7,,,,,36.7,,,,,,,,,40.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,51,50,36,25,30,,井戸,用水,,,,16.9,,,7.1,7.1,,,,,198,,,0.2,,,7.8,2.9,,,0,5.6,18,,,,0,,,0,,,,,,15.6,,,,0,21.9,,,,7.3,,,,,55.1,,,,,,,,,46.4,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,51,40,36,24,40,,井戸,用水,,,,16.3,,,7.2,7.2,,,,,213,,,0.2,,,9.5,1.9,,,0.13,7.3,23.2,,,,0,,,0.02,,,,,,22.4,,,,0,32.3,,,,7.6,,,,,61.2,,,,,,,,,44.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,54,40,36,26,40,,井戸,用水,,,,16.5,,,6.7,7,,,,,228,,,0.1,,,11.6,1.6,,,0.17,7.3,24,,,,0,,,0.18,,,,,,21.7,,,,0,18.9,,,,25.2,,,,,61.2,,,,,,,,,40.9,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,56,10,36,27,40,,井戸,用水,,,,16.3,,,6.7,7.1,,,,,219,,,0.2,,,7.2,1.9,,,0,7.5,24,,,,0,,,0,,,,,,19.2,,,,0,11.1,,,,15.4,,,,,74.7,,,,,,,,,47.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,55,10,36,24,50,,井戸,用水,,,,16,,,6.4,6.5,,,,,321,,,0.2,,,15.2,1.6,,,0.14,10,31.6,,,,0,,,0.02,,,,,,32,,,,0,4.65,,,,28.8,,,,,51.5,,,,,,,,,55.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,58,10,36,27,20,,井戸,用水,,,,16,,,7.1,7.1,,,,,179,,,0.1,,,9.2,1.9,,,0.13,6.8,17.2,,,,0,,,0,,,,,,12.8,,,,0,6.9,,,,18.4,,,,,66.1,,,,,,,,,48.4,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,140,0,0,36,29,20,,井戸,用水,,,,17,,,6.6,6.8,,,,,87,,,0.2,,,6.1,1.2,,,0.12,5.3,8,,,,0,,,0.05,,,,,,10.7,,,,0,13.3,,,,5.4,,,,,31.8,,,,,,,,,38.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,57,40,36,25,40,,井戸,用水,,,,14,,,7.1,7.1,,,,,130,,,0.2,,,11.6,1.6,,,0.13,4.6,13.2,,,,0,,,0,,,,,,9.2,,,,0,7.1,,,,7.7,,,,,61.2,,,,,,,,,52.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,58,10,36,24,40,,井戸,用水,,,,16,,,6.8,6.9,,,,,172,,,0.2,,,8.1,1.5,,,0.13,6.8,18.4,,,,0,,,0,,,,,,11.7,,,,0,12.4,,,,15.8,,,,,66.1,,,,,,,,,47.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,58,40,36,24,10,,井戸,用水,,,,15,,,7,7.1,,,,,157,,,0.2,,,8.6,1.3,,,0.13,6.8,14.8,,,,0,,,0.03,,,,,,16.3,,,,0,28.2,,,,4.9,,,,,46.6,,,,,,,,,47.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,140,0,10,36,25,50,,井戸,用水,,,,16,,,7.2,7.2,,,,,128,,,0.2,,,16.6,2,,,0.15,4.4,8.8,,,,0.03,,,0.39,,,,,,8.2,,,,0.06,0.8,,,,5.4,,,,,71,,,,,,,,,52.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,49,10,36,23,20,,井戸,用水,,,,14.5,,,7.2,7.3,,,,,114,,,0.2,,,6.3,0.9,,,0.12,5.1,12.4,,,,0,,,0.02,,,,,,11.4,,,,0,12,,,,6,,,,,45.3,,,,,,,,,42.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,51,0,36,23,20,,井戸,用水,,,,14,,,7.4,7.5,,,,,146,,,0.2,,,7.2,1.4,,,0.1,6.1,15.6,,,,0,,,0.02,,,,,,15.3,,,,0,18.2,,,,6.4,,,,,51.5,,,,,,,,,46.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,52,40,36,24,20,,井戸,用水,,,,15,,,7.5,7.5,,,,,131,,,0.2,,,8.4,1.1,,,0.12,4.9,14.8,,,,0.01,,,0.09,,,,,,10.7,,,,0,6.4,,,,5.4,,,,,66.1,,,,,,,,,43.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,52,30,36,23,0,,井戸,用水,,,,15,,,7.3,7.3,,,,,429,,,0.2,,,21.5,2.5,,,0.12,19.7,39.6,,,,0,,,0.09,,,,,,46.9,,,,0,12.4,,,,26.9,,,,,50.3,,,,,,,,,43.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,58,0,36,22,40,,井戸,用水,,,,16,,,7.4,7.4,,,,,122,,,0.2,,,9.4,1.4,,,0,4.4,12.8,,,,0.03,,,0.03,,,,,,7.5,,,,0,2.1,,,,3.4,,,,,68.6,,,,,,,,,53.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,140,1,0,36,23,20,,井戸,用水,,,,17.3,,,7,7.2,,,,,190,,,0.2,,,11,1.2,,,0,5.8,18.4,,,,0,,,0,,,,,,16.7,,,,0,8,,,,19.8,,,,,58.8,,,,,,,,,46.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,57,40,36,21,40,,井戸,用水,,,,15,,,7.6,7.6,,,,,113,,,0.2,,,5.5,1.2,,,0.1,5.8,11.2,,,,0,,,0.07,,,,,,6.7,,,,0,0.6,,,,4.9,,,,,64.9,,,,,,,,,48.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,56,10,36,20,30,,井戸,用水,,,,16,,,7.6,7.6,,,,,142,,,0.2,,,11.8,2.1,,,0.1,5.3,13.6,,,,0,,,0,,,,,,7.8,,,,0,1,,,,6.9,,,,,79.7,,,,,,,,,55.4,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,50,0,36,22,0,,井戸,用水,,,,15.6,,,7.2,7.6,,,,,131,,,0.4,,,11,1.9,,,0,3.6,11.6,,,,0.13,,,1.78,,,,,,12.1,,,,0,1,,,,1,,,,,66.1,,,,,,,,,56.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,48,50,36,21,10,,井戸,用水,,,,16,,,7.2,7.3,,,,,88,,,0.2,,,6.2,0.6,,,0,3.9,8,,,,0,,,0,,,,,,6.4,,,,0,2,,,,2.4,,,,,47.8,,,,,,,,,36.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,50,0,36,20,10,,井戸,用水,,,,16.5,,,7.3,7.3,,,,,141,,,0.2,,,8.4,1.6,,,0.15,5.6,15.2,,,,0.25,,,0,,,,,,5,,,,0,0.6,,,,2.4,,,,,90.6,,,,,,,,,48.4,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,50,50,36,19,0,,井戸,用水,,,,16.3,,,7.5,7.8,,,,,134,,,0.2,,,6.1,1.7,,,0.1,5.3,15.2,,,,0,,,0,,,,,,8.5,,,,0,0.9,,,,1.9,,,,,77.2,,,,,,,,,48.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,52,20,36,19,10,,井戸,用水,,,,17.5,,,7.4,7.9,,,,,123,,,0.1,,,9.8,1.5,,,0.12,4.9,9.6,,,,0.03,,,0.22,,,,,,6.2,,,,0,0,,,,1.4,,,,,73.4,,,,,,,,,50,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,54,0,36,20,40,,井戸,用水,,,,16,,,7.4,7.5,,,,,126,,,0.1,,,8.3,1.3,,,0,4.1,12.8,,,,0,,,0,,,,,,7.8,,,,0,2.3,,,,1.9,,,,,68.6,,,,,,,,,48.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,46,30,36,19,40,,井戸,用水,,,,17.2,,,7.3,7.3,,,,,79,,,0.1,,,9,0.6,,,0,1.5,6.4,,,,0,,,0,,,,,,6.4,,,,0,3.1,,,,1.9,,,,,36.7,,,,,,,,,34,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,49,10,36,18,50,,井戸,用水,,,,16,,,7.6,7.8,,,,,102,,,0.2,,,11.8,1,,,0,2.9,8.8,,,,0,,,0,,,,,,6.4,,,,0,0.9,,,,1.4,,,,,63.7,,,,,,,,,43.4,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,48,40,36,18,30,,井戸,用水,,,,18.6,,,7.5,7.5,,,,,95,,,0.2,,,9.4,0.7,,,0,3.6,8,,,,0,,,0,,,,,,6.7,,,,0,1.2,,,,1.9,,,,,56.4,,,,,,,,,43.6,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,49,40,36,17,40,,井戸,用水,,,,16,,,7.7,7.9,,,,,121,,,0.2,,,10,1.4,,,0,4.1,12.4,,,,0,,,0,,,,,,7.8,,,,0,1.6,,,,1.9,,,,,72.2,,,,,,,,,48,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,49,40,36,17,10,,井戸,用水,,,,16,,,7.7,7.8,,,,,107,,,0.1,,,7,1.5,,,0.12,5.6,10,,,,0,,,0,,,,,,7.1,,,,0,0.9,,,,4.9,,,,,61.2,,,,,,,,,42,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,47,10,36,16,40,,井戸,用水,,,,16.9,,,7.8,7.9,,,,,107,,,0.3,,,7.6,1.5,,,0,4.9,11.2,,,,0.02,,,0.03,,,,,,6.7,,,,0.05,0.9,,,,1.9,,,,,66.1,,,,,,,,,46,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,43,30,36,16,30,,井戸,用水,,,,16,,,7.5,7.5,,,,,151,,,0.2,,,9.2,2.2,,,0,6.6,15.6,,,,0,,,0,,,,,,9.7,,,,0,5.8,,,,4,,,,,85.8,,,,,,,,,30.8,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,45,0,36,16,20,,井戸,用水,,,,17,,,8.2,8.2,,,,,150,,,0.2,,,7.3,1.7,,,0.19,3.6,18.8,,,,0.03,,,0,,,,,,8.2,,,,0,0,,,,5,,,,,80.9,,,,,,,,,46.4,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,45,40,36,14,50,,井戸,用水,,,,18.5,,,7.5,7.9,,,,,104,,,0.3,,,11.8,0.8,,,0,2.4,9.2,,,,0,,,0,,,,,,8.2,,,,0,2.7,,,,1.9,,,,,56.4,,,,,,,,,32.3,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,48,20,36,14,40,,井戸,用水,,,,18,,,7.9,7.9,,,,,174,,,0.1,,,8.8,3,,,0.12,5.1,16.4,,,,0,,,0.09,,,,,,10.3,,,,0,0,,,,6,,,,,82.1,,,,,,,,,32.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,45,30,36,14,10,,井戸,用水,,,,17.7,,,7.3,7.1,,,,,124,,,0.2,,,11.6,1.2,,,0,3.2,11.2,,,,0,,,0.03,,,,,,11.4,,,,0,1.2,,,,2.1,,,,,62.5,,,,,,,,,42.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,43,0,36,13,20,,井戸,用水,,,,15.6,,,7.9,7.9,,,,,162,,,0.4,,,7.4,2.5,,,0,5.1,19.2,,,,0.03,,,0.69,,,,,,7.8,,,,0,1.2,,,,1.9,,,,,94.3,,,,,,,,,49.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,,139,43,20,36,12,20,,井戸,用水,,,,14.3,,,7.7,7.8,,,,,209,,,0.7,,,11.6,2.5,,,0.12,5.3,24.4,,,,0.12,,,0.98,,,,,,10.7,,,,0,3.4,,,,11.1,,,,,105,,,,,,,,,61.2,,,,,,,,,,,,,"鬼怒川中流地域地下水利用適正化調査報告,工業用水,1981"
栃木県,佐野市石塚町,139,33,40,36,21,10,54.5,井戸,観測井,80,,,17,,,6.6,7.1,,,,,100,,,0.2,,,8.3,0.5,,,0.1,2.4,10,,,,0.02,,,0.06,,,,,,5.7,,,,0.01,2.04,,,,1.3,,,,,51.2,,,,,,,,,19.2,,,,,,,,,,,,1979,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
栃木県,佐野市村上町,139,33,0,36,17,50,22.5,井戸,観測井,130,,,19,,,7.4,7.7,,,,,114,,,0.5,,,10.6,0.7,,,0.37,3.3,10.8,,,,0.13,,,3.85,,,,,,7.8,,,,0.64,0.93,,,,7.2,,,,,58.9,,,,,,,,,9.3,,,,,,,,,,,,1979,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
栃木県,藤岡町藤岡828-1,139,39,10,36,15,50,23,井戸,観測井,260,,,23,,,7,7.3,,,,,230,,,2.3,,,34.8,3,,,0,3.6,9.6,,,,0.16,,,0.55,,,,,,6,,,,0.03,0.85,,,,4.8,,,,,140,,,,,,,,,61.2,,,,,,,,,,,,1979,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
栃木県,小山市横倉,,,,,,,,井戸,観測井,120,,,17.5,,,7.7,,,,,,110,,,1.8,,,6.67,2.67,,,0.04,4.6,9.6,,,,,,,0,,,,,,4,,,,,,,,,4,,,,,34.5,,,,,,,,,48,,,5.2,,7.8,,,,,,,1973,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
栃木県,真岡市鬼怒ケ丘11,,,,,,,,井戸,観測井,208,,,20,,,7.5,,,,,,280,,,5,,,150,15.5,,,0.33,4.4,24,,,,,,,0.52,,,,,,270,,,,,,,,,2,,,,,80.5,,,,,,,,,54,,,3,,20.8,,,,,,,1973,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
栃木県,小山市横倉610,,,,,,,,井戸,観測井,450,,,26.7,,,8.3,,,,,,,,,1.6,,,29.4,2,,,0,3.3,1.8,,,,,,,0.1,,,,,,6.8,,,,,,,,,0,,,,,92.2,,,,,,,,,27.7,,,5.1,,0.7,,,,,,,1972,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
栃木県,元湯１,139,45,40,36,58,0,,不明,温泉・鉱泉,,,,54,,,6.9,,,,,,,,,,,,,,,,,,92.3,,,,,,,,,,,,,1060,,,,,,,,,133,,,,,539,,,,,,,,,,,,,,,,,,,,,,"食塩泉中のストロンチウム濃度およびSr/Ca比の変動について,温泉科学,1986"
栃木県,元湯２,139,45,40,36,58,0,,不明,温泉・鉱泉,,,,53.2,,,6.6,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,1172,,,,,,,,,74,,,,,704,,,,,,,,,,,,,,,,,,,,,,"食塩泉中のストロンチウム濃度およびSr/Ca比の変動について,温泉科学,1986"
栃木県,,139,49,40,36,57,40,,不明,温泉・鉱泉,,,,53,,,6.7,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,2085,,,,,,,,,56,,,,,198,,,,,,,,,,,,,,,,,,,,,,"食塩泉中のストロンチウム濃度およびSr/Ca比の変動について,温泉科学,1986"
栃木県,,,,,,,,,井戸,温泉・鉱泉,100,,,,,,9.4,,,,,778.8,,,,,,,163.8,1.001,,,,,73.83,,,,,,,,,,,,,29.76,,,,,,,,,44.84,,,,,22.16,,,,,,,,,,,,,,,,,,,,,1970.4.15.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,127,,,38.6,203.9,,9.4,,,,,887.9,,,,,,,185.4,4.708,,,,0.649,81.51,,,,,,,,,,,,,33.62,,,,,,,,,508.4,,,,,22.27,,,,,,,,,,,,,,,,,,,,,1961.3.9.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,141,,,27.5,400,,6.6,,,,,577.6,,,,,,,119,,,,,10.73,35.32,,,,,,,,,,,,,20.42,,,,,,,,,338.4,,,,,32.27,,,,,,,,,,,,,,,,,,,,,1965.6.14.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,85,,,35.8,78.2,,9.3,,,,,1146,,,,,,,227.8,14.71,,,,0.462,113.8,,,,,,,,,,,,,37.27,,,,,,,,,688.8,,,,,21.22,,,,,,,,,,,,,,,,,,,,,1968.2.15.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,150,,,35.6,304.3,,9.05,,,,,463.3,,,,,,,92.12,,,,,,36.8,,,,,,,,,,,,,26.43,,,,,,,,,243.9,,,,,14.24,,,,,,,,,,,,,,,,,,,,,1973.8.1.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,415,,,24,68.8,,8.55,,,,,198.2,,,,,,,45.07,0.788,,,,,1.004,,,,,,,,,,,,,0.995,,,,,,,,,35.29,,,,,66.14,,,,,,,,,,,,,,,,,,,,,1970.4.15.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,189,,,30.1,711.9,,7.99,,,,,379.4,,,,,,,75.09,,,,,0.481,18.65,,,,,,,,,,,,,18.32,,,,,,,,,134.9,,,,,27.28,,,,,,,,,,,,,,,,,,,,,1973.8.1.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,150,,,44.5,289.7,,9.6,,,,,862.7,,,,,,,179.2,1.361,,,,0.245,82.5,,,,,,,,,,,,,29.47,,,,,,,,,487.5,,,,,11,,,,,,,,,,,,,,,,,,,,,1971.11.25.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,200,,,39.5,58.3,,9.3,,,,,1195,,,,,,,251.4,2.552,,,,1.191,117,,,,,,,,,,,,,41.52,,,,,,,,,712.5,,,,,23.08,,,,,,,,,,,,,,,,,,,,,1973.3.10.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,211,,,42.3,97.9,,8.82,,,,,753.8,,,,,,,120.1,0.4,,,,,85.23,,,,,,,,,,,,,30.03,,,,,,,,,446.5,,,,,16.51,,,,,,,,,,,,,,,,,,,,,1973.8.1.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,113,,,45,442.1,,7.1,,,,,755.8,,,,,,,158,0.979,,,,1.061,71.02,,,,,,,,,,,,,33.72,,,,,,,,,446,,,,,5.382,,,,,,,,,,,,,,,,,,,,,1974.3.26.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,178.3,,,43.6,180,,8.2,,,,,765.8,,,,,,,98.07,,,,,,110.2,,,,,,,,,,,,,45.31,,,,,,,,,426.6,,,,,15.94,,,,,,,,,,,,,,,,,,,,,1973.8.1.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,300,,,31.6,260.9,,8.7,,,,,1261,,,,,,,268,4,,,,4.1,157,,,,,,,,,,,,,446,,,,,,,,,321.8,,,,,29.8,,,,,,,,,,,,,,,,,,,,,1980.6.10.,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,,,,,,,,,井戸,温泉・鉱泉,400,,,50.1,267.5,,9.1,,,,,1072,,,,,,,191.8,2.3,,,,5.2,120.8,,,,,,,,,,,,,45.9,,,,,,,,,622.2,,,,,29.3,,,,,,,,,,,,,,,,,,,,,1979.12.24,"板室温泉における温泉水の流動状況に関する考察,地球科学,1983"
栃木県,那須郡那須町,139,59,26,37,7,39,,不明,温泉・鉱泉,,,,61,,,6.6,,,,,,,,,,,,45.7,11.5,,,,11.7,188,,,,,,,,,,,,,6.6,,,,,,,,,517,,,,,54,,,,,,,,,112,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,139,59,46,37,7,24,,不明,温泉・鉱泉,,,,56.2,703,,6.4,,,,,,,,,,,,50.8,10.8,,,,12.2,52,,,,,,,,,,,,,5.9,,,,,,,,,155,,,,,173,,,,,,,,,141,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,139,59,11,37,7,12,,不明,温泉・鉱泉,,,,85.3,2619,,6.2,,,,,,,,,,,,67,50.8,,,,19,70,,,,,,,,,,,,,2.2,,,,,,,,,386,,,,,66,,,,,,,,,163,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,139,59,46,37,7,4,,不明,温泉・鉱泉,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
