都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(m),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(ﾏｯﾍ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na＋,Ｋ＋,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
栃木県,那須郡那須町,139,59,31,37,6,48,,不明,温泉・鉱泉,,,,52.1,335,,6.4,,,,,,,,,,,,56.2,19.4,,,,23.2,65.4,,,,,,,,,,,,,13.4,,,,,,,,,222,,,,,116,,,,,,,,,140,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,139,58,28,37,6,30,,不明,温泉・鉱泉,,,,36.1,138,,6.5,,,,,,,,,,,,69.6,15.3,,,,47.6,92,,,,,,,,,,,,,37.2,,,,,,,,,534,,,,,16,,,,,,,,,122,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,139,59,26,37,6,7,,不明,温泉・鉱泉,9,,,39,2411,,6.1,,,,,,,,,,,,49.8,14.8,,,,41,101,,,,,,,,,,,,,55,,,,,,,,,360,,,,,88,,,,,,,,,147,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,140,0,16,37,6,16,,不明,温泉・鉱泉,,,,34,559,,7.6,,,,,,,,,,,,54.6,18.2,,,,24.5,53.3,,,,,,,,,,,,,16.4,,,,,,,,,163,,,,,133,,,,,,,,,137,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,140,0,36,37,5,15,,不明,温泉・鉱泉,,,,63.7,845,,2.3,,,,,,,,,,,,28,7.4,,,,19.6,66.4,,,,,,,,,,,,,99,,,,,,,,,667,,,,,,,,,,,,,,208,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,140,3,12,37,5,23,,不明,温泉・鉱泉,,,,38.3,1364,,8.8,,,,,,,,,,,,68.3,5.2,,,,2.5,17.7,,,,,,,,,,,,,17.1,,,,,,,,,79,,,,,129,,,,,,,,,77,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,黒磯市,139,56,50,37,8,8,,不明,温泉・鉱泉,,,,56.4,81,,6.6,,,,,,,,,,,,54.6,9,,,,18.2,66.4,,,,,,,,,,,,,6.8,,,,,,,,,303,,,,,38,,,,,,,,,137,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,139,56,40,37,7,32,,不明,温泉・鉱泉,,,,33.1,1940,,3.4,,,,,,,,,,,,72.5,7.3,,,,74.6,176,,,,,,,,,,,,,73.5,,,,,,,,,950,,,,,,,,,,,,,,127,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,139,57,10,37,3,51,,不明,温泉・鉱泉,600,,,30.1,222,,8,,,,,,,,,,,,83.6,7.9,,,,7.3,10.6,,,,,,,,,,,,,24.2,,,,,,,,,65,,,,,120,,,,,,,,,88,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,黒磯市板室,139,55,35,37,3,51,,不明,温泉・鉱泉,,,,49.7,3392,,8.9,,,,,,,,,,,,193,1.3,,,,0.01,97.2,,,,,,,,,,,,,49.7,,,,,,,,,591,,,,,10,,,,,,,,,28,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,51,49,36,58,0,,不明,温泉・鉱泉,130,,,56.8,169,,7.9,,,,,,,,,,,,297,13,,,,0.5,135,,,,,,,,,,,,,40.4,,,,,,,,,851,,,,,74,,,,,,,,,74,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,50,34,36,57,36,,不明,温泉・鉱泉,,,,53.9,1678,,6.1,,,,,,,,,,,,432.1,28.3,,,,5.9,124.5,,,,,,,,,,,,,567.7,,,,,,,,,152.3,,,,,345.3,,,,,,,,,64,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,50,4,36,58,4,,不明,温泉・鉱泉,,,,76.2,1797,,6.7,,,,,,,,,,,,410,31.1,,,,5.1,89.7,,,,,,,,,,,,,521,,,,,,,,,254,,,,,203,,,,,,,,,136,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,49,49,36,57,20,,不明,温泉・鉱泉,,,,49.1,1556,,6.2,,,,,,,,,,,,737,56.8,,,,15,156,,,,,,,,,,,,,1260,,,,,,,,,56,,,,,265,,,,,,,,,76,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,49,39,36,58,0,,不明,温泉・鉱泉,,,,72.8,545,,7.7,,,,,,,,,,,,502,26.5,,,,8.4,122.4,,,,,,,,,,,,,784.1,,,,,,,,,203.2,,,,,239.5,,,,,,,,,102,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,49,34,36,58,16,,不明,温泉・鉱泉,,,,66.7,1057,,6.5,,,,,,,,,,,,324,45,,,,39.1,109,,,,,,,,,,,,,598,,,,,,,,,24,,,,,371,,,,,,,,,215,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,49,8,36,58,4,,不明,温泉・鉱泉,,,,72,1833,,6.3,,,,,,,,,,,,316,31.2,,,,30,114.8,,,,,,,,,,,,,538.6,,,,,,,,,46,,,,,410.8,,,,,,,,,132,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,48,28,36,58,32,,不明,温泉・鉱泉,,,,51.5,1464,,7.1,,,,,,,,,,,,439.5,20,,,,6,76.6,,,,,,,,,,,,,532.9,,,,,,,,,79.8,,,,,363.3,,,,,,,,,125,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,46,48,36,59,16,,不明,温泉・鉱泉,,,,65.8,4513,,7.3,,,,,,,,,,,,453,17.7,,,,4.7,31,,,,,,,,,,,,,528,,,,,,,,,133,,,,,298,,,,,,,,,104,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,45,38,36,57,44,,不明,温泉・鉱泉,,,,53.8,211,,6.7,,,,,,,,,,,,885,65.3,,,,22.9,90.2,,,,,,,,,,,,,989,,,,,,,,,257,,,,,1140,,,,,,,,,146,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,49,39,36,57,40,,不明,温泉・鉱泉,150,,,41.3,193,,6.2,,,,,,,,,,,,110.7,21.7,,,,24.1,109.4,,,,,,,,,,,,,178.5,,,,,,,,,28.8,,,,,466.3,,,,,,,,,139,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,49,59,36,57,36,,不明,温泉・鉱泉,,,,45.1,356,,6.3,,,,,,,,,,,,226.4,35.2,,,,17.2,77.1,,,,,,,,,,,,,107.7,,,,,,,,,70.7,,,,,732.8,,,,,,,,,159.2,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,46,53,36,56,43,,不明,温泉・鉱泉,,,,57,184,,2.3,,,,,,,,,,,,28.8,13.1,,,,26.7,73.7,,,,,,,,,,,,,2.5,,,,,,,,,1150,,,,,,,,,,,,,,169,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡塩原町,139,50,3,36,56,6,,不明,温泉・鉱泉,,,,30.4,548,,8.7,,,,,,,,,,,,36.9,0.6,,,,0.1,6.2,,,,,,,,,,,,,3.2,,,,,,,,,31.8,,,,,81.1,,,,,,,,,15,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,矢板市平野,139,51,2,36,52,42,,不明,温泉・鉱泉,,,,13.2,,,3,,,,,,,,,,,,5.1,1.8,,,,14,49.1,,,,,,,,,,,,,4.7,,,,,,,,,458.7,,,,,,,,,,,,,,62.6,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,矢板市平野,139,51,7,36,52,22,,不明,温泉・鉱泉,,,,13.6,,,4.1,,,,,,,,,,,,6.3,2.6,,,,11.2,59.1,,,,,,,,,,,,,2.8,,,,,,,,,343.8,,,,,,,,,,,,,,73.6,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,矢板市長井,139,52,22,36,50,57,,不明,温泉・鉱泉,,,,14.5,,,,,,,,,,,,,,,1,1.2,,,,0.9,52,,,,,,,,,,,,,5.3,,,,,,,,,1398.3,,,,,,,,,,,,,,353,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡藤原町,139,42,23,36,53,30,,不明,温泉・鉱泉,,,,45.5,2874,,,7.8,,,,,,,,,,,100,3,,,,,21,,,,,,,,,,,,,99.5,,,,,,,,,70.8,,,,,55.1,,,,,,,,,0.4,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡藤原町,139,43,24,36,49,41,,不明,温泉・鉱泉,,,,54,4253,,8.9,,,,,,,,,,,,110,0.7,,,,,63.7,,,,,,,,,,,,,100.3,,,,,,,,,198.3,,,,,52.4,,,,,,,,,2.1,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,39,5,36,52,57,,不明,温泉・鉱泉,,,,24.2,162,,9.4,,,,,,,,,,,,21.2,0.3,,,,3.1,10.5,,,,,,,,,,,,,7.1,,,,,,,,,36.2,,,,,46,,,,,,,,,12,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,35,31,36,57,26,,不明,温泉・鉱泉,,,,49.9,1608,,7.8,,,,,,,,,,,,91,2.9,,,,0.1,9.4,,,,,,,,,,,,,61,,,,,,,,,29,,,,,112,,,,,,,,,49,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,27,41,36,52,38,,不明,温泉・鉱泉,,,,96.5,435,,8.5,,,,,,,,,,,,450,45.9,,,,0.1,10,,,,,,,,,,,,,583,,,,,,,,,108,,,,,111,,,,,,,,,210,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,25,24,36,52,24,,不明,温泉・鉱泉,,,,60.8,,,6.9,,,,,,,,,,,,481,26.8,,,,0.5,31.6,,,,,,,,,,,,,690,,,,,,,,,29.2,,,,,208,,,,,,,,,97,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,24,39,36,52,8,,不明,温泉・鉱泉,,,,36.5,,,6.1,,,,,,,,,,,,420,19.6,,,,0.7,30,,,,,,,,,,,,,457,,,,,,,,,34.4,,,,,425,,,,,,,,,108,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,24,5,36,52,25,,不明,温泉・鉱泉,,,,52,56,,7.6,,,,,,,,,,,,114,3.3,,,,0.1,18.6,,,,,,,,,,,,,79.3,,,,,,,,,32.6,,,,,198,,,,,,,,,82,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,24,1,36,51,57,,不明,温泉・鉱泉,,,,52,52,,7.6,,,,,,,,,,,,319,19.2,,,,1.6,22.8,,,,,,,,,,,,,435,,,,,,,,,52.4,,,,,160,,,,,,,,,81,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,23,26,36,51,44,,不明,温泉・鉱泉,,,,63.8,6,,6.1,,,,,,,,,,,,650,40.4,,,,4.4,49,,,,,,,,,,,,,910,,,,,,,,,62.5,,,,,339,,,,,,,,,117,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,24,31,36,51,41,,不明,温泉・鉱泉,,,,61.8,121,,7.1,,,,,,,,,,,,90,4.6,,,,0.2,12.9,,,,,,,,,,,,,20,,,,,,,,,45.9,,,,,170,,,,,,,,,101,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,25,1,36,51,9,,不明,温泉・鉱泉,,,,72.9,50,,6.6,,,,,,,,,,,,550,74.3,,,,0.8,67.4,,,,,,,,,,,,,878,,,,,,,,,116,,,,,159,,,,,,,,,135,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡栗山村,139,27,9,36,49,54,,不明,温泉・鉱泉,,,,33.8,,,6.6,,,,,,,,,,,,169.7,26.7,,,,6.6,50.7,,,,,,,,,,,,,97.8,,,,,,,,,78,,,,,413.4,,,,,,,,,39.8,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,日光市,139,25,27,36,48,24,,不明,温泉・鉱泉,,,,77,1722,,,6.8,,,,,,,,,,,187.9,23.4,,,,6.9,171.2,,,,,,,,,,,,,90.3,,,,,,,,,457.3,,,,,269.6,,,,,,,,,64.1,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,日光市,139,33,40,36,44,37,,不明,温泉・鉱泉,,,,31,8,,,7.7,,,,,,,,,,,266.7,3.8,,,,10.2,40.8,,,,,,,,,,,,,418.6,,,,,,,,,43.6,,,,,136.5,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,日光市,139,38,15,36,44,2,,不明,温泉・鉱泉,,,,38.3,24,,,10.4,,,,,,,,,,,122.2,2.1,,,,1.5,45.3,,,,,,,,,,,,,191.4,,,,,,,,,69,,,,,41.5,,,,,,,,,23.7,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,日光市,139,38,26,36,39,57,,不明,温泉・鉱泉,,,,28,14,,,8.2,,,,,,,,,,,98.6,0.9,,,,0.5,452.7,,,,,,,,,,,,,82,,,,,,,,,68.9,,,,,94.5,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,上都賀郡足尾町,139,25,42,36,39,9,,不明,温泉・鉱泉,,,,30.5,85,,6.9,,,,,,,,,,,,32,1.5,,,,0.4,48.8,,,,,,,,,,,,,121.8,,,,,,,,,765.2,,,,,199,,,,,,,,,45,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡塩谷町,139,42,27,36,46,37,,不明,温泉・鉱泉,,,,33.5,486,,8.8,,,,,,,,,,,,293.2,1.4,,,,0.4,48.8,,,,,,,,,,,,,276.7,,,,,,,,,328,,,,,1.2,,,,,,,,,18.2,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡塩谷町,139,46,2,36,45,44,,不明,温泉・鉱泉,,,,36,130,,,8,,,,,,,,,,,164,1.2,,,,0.1,19.5,,,,,,,,,,,,,121.8,,,,,,,,,201,,,,,29.6,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡塩谷町,139,51,26,36,43,56,,不明,温泉・鉱泉,,,,13.7,100,,,6.6,,,,,,,,,,,7,0.7,,,,5.4,15.8,,,,,,,,,,,,,5.5,,,,,,,,,5,,,,,105,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,河内郡上河内村,139,53,11,36,42,56,,不明,温泉・鉱泉,800,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,河内郡河内町,139,53,1,36,38,18,,不明,温泉・鉱泉,,,,33,565,,,8.5,,,,,,,,,,,217.8,2.5,,,,,18.5,,,,,,,,,,,,,27.9,,,,,,,,,413.5,,,,,136.9,,,,,,,,,0.7,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,宇都宮市,139,53,2,36,34,13,,不明,温泉・鉱泉,,,,42,440,,,9.5,,,,,,,,,,,370.1,1,,,,,1.3,,,,,,,,,,,,,178.3,,,,,,,,,497.9,,,,,34,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,黒磯市,140,3,28,36,58,37,,不明,温泉・鉱泉,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡西那須野町,139,58,20,36,54,24,,不明,温泉・鉱泉,,,,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡西那須野町,140,0,24,36,52,47,,不明,温泉・鉱泉,,,,50.1,,,>8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,大田原市,140,2,36,36,52,15,,不明,温泉・鉱泉,,,,47.6,128,,,8.9,,,,,,,,,,,425.7,2.7,,,,0,6.5,,,,,,,,,,,,,610,,,,,,,,,75,,,,,79.5,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,矢板市,139,55,36,36,45,21,,不明,温泉・鉱泉,,,,33.7,18,,9,,,,,,,,,,,,227.8,1.3,,,,1.7,5.6,,,,,,,,,,,,,23.9,,,,,,,,,14.4,,,,,496.3,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,塩谷郡喜連川町,140,1,21,36,42,56,,不明,温泉・鉱泉,,,,45.8,417,,,7.6,,,,,,,,,,,2790,50.3,,,,4.5,69.1,,,,,,,,,,,,,3820.4,,,,,,,,,70.3,,,,,305.3,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡那須町,140,9,13,36,59,21,,不明,温泉・鉱泉,,,,26,204,,,9.7,,,,,,,,,,,79,0.6,,,,0.1,0.8,,,,,,,,,,,,,6.4,,,,,,,,,11.4,,,,,178.1,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡黒羽町,140,7,22,36,51,11,,不明,温泉・鉱泉,300,,,27.2,77,,,9.5,,,,,,,,,,,80.2,0.5,,,,0,0.9,,,,,,,,,,,,,34.5,,,,,,,,,37.1,,,,,80,,,,,,,,,11.3,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡湯津上村,140,7,42,36,48,6,,不明,温泉・鉱泉,,,,30.7,47,,9.1,,,,,,,,,,,,173.9,5.2,,,,0.1,1.4,,,,,,,,,,,,,136.5,,,,,,,,,84.2,,,,,127.7,,,,,,,,,63.8,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡馬頭町,140,8,22,36,46,21,,不明,温泉・鉱泉,,,,46.5,293,,,9.2,,,,,,,,,,,155.5,1.7,,,,0,2.1,,,,,,,,,,,,,16.5,,,,,,,,,232.7,,,,,121,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡小川町,140,7,21,36,45,25,,不明,温泉・鉱泉,,,,16.3,4,,6.8,,,,,,,,,,,,2200,34,,,,34.8,327.7,,,,,,,,,,,,,3906,,,,,,,,,541.9,,,,,47.7,,,,,,,,,100.2,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡南那須町,140,5,45,36,39,36,,不明,温泉・鉱泉,,,,66.8,242,,7.6,,,,,,,,,,,,3580,26.9,,,,8.3,1737,,,,,,,,,,,,,8231,,,,,,,,,553.9,,,,,29.5,,,,,,,,,37.9,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,那須郡南那須町,140,6,12,36,39,21,,不明,温泉・鉱泉,,,,45,59,,,8.2,,,,,,,,,,,3080,20.4,,,,6.7,208,,,,,,,,,,,,,5035,,,,,,,,,135,,,,,102,,,,,,,,,,,,,,,,,,,,mg/kg,,"新潟地熱資源図説明書,地質調査所,1993"
栃木県,芳賀郡茂木町,140,9,22,36,34,33,,不明,温泉・鉱泉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"新潟地熱資源図説明書,地質調査所,1993"
