都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ－Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ－,Ｃｌ－,Ｂｒ－,I－,OH－,ＮＯ２－,ＮＯ３－,ＨＳ－,Ｓ２Ｏ３2－,ＨＳＯ４－,ＳＯ４２－,ＳＯ３２－,Ｈ２ＰＯ４－,ＨＰＯ４２－,ＰＯ４３－,ＨＣＯ３－,ＣＯ３２－,ＨＳｉＯ３－,ＳｉＯ３２－,ＢＯ２－,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ－ＣＯ２,Ｔ－Ａｓ,Ｔ－Ｈｇ,Ｔ－Ｐ,Ｔ－Ｂ,単位,調査日,文献名
愛媛,源泉数1,,,,,,,,不明,温泉・鉱泉,1010,,,29.4,,,8.5,,,,,,,,,,,,2217,262.0,,,,8.8,62.2,,,,,,,,,,,,4.0,2495,,,,,,,,,0,,,,,,839.2,,,,,,,,,,,,,,,,,,,mg/kg,,"松山平野における温泉の化学的及び地球化学的研究,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,源泉数4,,,,,,,,不明,温泉・鉱泉,432.5,,,19.0,,,8.1,,,,,,,,,,,,18.0,1.3,,,,2.63,196,,,,,,,,,,,,1.4,8.0,,,,,,,,,77,,,,,,48.5,,,,,,,,,,,,,,,,,,,mg/kg,,"松山平野における温泉の化学的及び地球化学的研究,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,源泉数5,,,,,,,,不明,温泉・鉱泉,60,,,16.6,,,8.2,,,,,,,,,,,,123.6,1.96,,,,5.40,21.84,,,,,,,,,,,,0.88,10.3,,,,,,,,,16.08,,,,,,182.4,,,,,,,,,,,,,,,,,,,mg/kg,,"松山平野における温泉の化学的及び地球化学的研究,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,源泉数5,,,,,,,,不明,温泉・鉱泉,129,,,17.7,,,8.8,,,,,,,,,,,,162.3,1.96,,,,2.9,13.8,,,,,,,,,,,,1.07,118.9,,,,,,,,,12.2,,,,,,135.4,,,,,,,,,,,,,,,,,,,mg/kg,,"松山平野における温泉の化学的及び地球化学的研究,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,源泉数3,,,,,,,,不明,温泉・鉱泉,92.6,,,20.7,,,6.8,,,,,,,,,,,,1573,63.0,,,,55.4,153.0,,,,,,,,,,,,0.07,2285,,,,,,,,,2.87,,,,,,558.8,,,,,,,,,,,,,,,,,,,mg/kg,,"松山平野における温泉の化学的及び地球化学的研究,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,北条市才之原字柳瀬乙49-7,,,,,,,,不明,温泉・鉱泉,1000,,24.2,30.5,84.3,無色透明・無味微弱硫化水素臭・沈析物なし,9.9,,1.54,,0.9973,0.1578,,,,,,0.1未満,57.8,0.4,,,0.1未満,0.1未満,1.9,0.1未満,0.8,0.1,0.1未満,,,0.1未満,,0.1未満,,,15.3,8.5,0.1未満,0.1未満,1.2,,,,,,3.3,,0.1未満,0.1未満,,34.4,18.4,,,,,,,,,37.9,4.0,,0.5,0.1未満,,,,,,mg/kg,1991.10.14.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,伊予郡砥部町宮内1713,,,,,,,,不明,温泉・鉱泉,800,,19.7,27.1,108.8,無色透明・無味無臭・沈析物なし,8.4,,1.62,,0.9981,0.8897,,,,,,0.6,346.7,2.7,,,0.1未満,1.6,5.1,0.2,0.1未満,0.2,0.1未満,0.2,0.1未満,,,0.1未満,,,0.5,191.6,0.4,0.1未満,0.1未満,,,,,,50.0,,0.1未満,0.1,,525.2,10.7,,,,,,,,,19.2,4.9,,0.1未満,3.3,,,,,,mg/kg,1991.10.15.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,伊予郡砥部町上原町90,,,,,,,,不明,温泉・鉱泉,-,,19.1,19.2,43.7,弱灰黒褐色蛋白石濁・塩味弱硫化水素臭・黒色沈析物あり,7.9,,1.18,,0.9998,3.391,,,,,,2.9,1200,25.2,,,0.3,13.0,63.0,3.4,5.8,0.2,0.1未満,1.7,0.2,,,0.1未満,,,0.4,1835,4.2,0.2,0.1未満,,,,,,0.1未満,,0.1未満,0.1未満,,350.0,2.0,,,,,,,,,23.1,26.9,,0.3,7.9,,,,,,mg/kg,1991.10.15.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,松山市中野町甲140-6,,,,,,,,不明,温泉・鉱泉,1000,,7.1,8.3,401.6,無色透明・無味無臭・沈析物なし,8.1,,1.32,,0.9980,0.7756,,,,,,0.8,313.1,2.1,,,0.7,2.3,5.2,2.0,0.5,0.1未満,0.1未満,0.7,0.2,,,0.7,,,0.6,75.2,0.2,0.1未満,0.1未満,,,,,,0.1未満,,0.1未満,0.1未満,,708.2,6.0,,,,,,,,,27.6,7.7,,0.1未満,10.6,,,,,,mg/kg,1991.12.3.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,松山市柳谷町乙45-1,,,,,,,,不明,温泉・鉱泉,600,,13.4,17.8,12.6,微弱黄白色微白濁・土味無臭・沈析物なし,9.2,,22.03,,0.9974,0.0979,,,,,,0.1未満,15.5,1.2,,,0.1未満,1.2,16.6,0.1,0.3,0.1未満,0.1未満,0.1未満,0.2,,,0.1未満,,,1.4,4.3,0.1未満,0.1未満,0.3,,,,,,1.2,,0.1未満,0.1未満,,62.2,7.3,,,,,,,,,22.0,0.3,,0.1未満,0.1未満,,,,,,mg/kg,1991.12.3.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,越智郡玉川町大字龍岡下字妙見前丁51-1,,,,,,,,不明,温泉・鉱泉,800,,5.6,20.2,88.6,弱黄褐色蛋白石濁・無味無臭・砂状沈析物あり,8.6,,2.72,,0.9982,0.9207,,,,,,0.2,337.6,3.9,,,0.6,9.3,6.4,0.1未満,0.1未満,0.1,0.1未満,0.1未満,1.5,,,0.1未満,,,12.1,26.4,0.1,0.1未満,0.1未満,,,,,,29.1,,0.1未満,0.1未満,,790.7,24.4,,,,,,,,,12.3,100.7,,0.1未満,3.3,,,,,,mg/kg,1992.2.24.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,越智郡上浦町大字井口7852-4,,,,,,,,不明,温泉・鉱泉,1000,,7.8,22.2,16.9,微弱黄褐色透明・塩味微弱硫化水素臭・沈析物なし,8.2,,12.79,,0.9981,1.212,,,,,,0.2,182.3,1.9,,,0.1未満,1.3,224.1,1.7,0.1未満,0.1未満,0.1未満,0.1未満,0.3,,,0.1未満,,,3.4,604.4,1.9,0.1未満,0.1未満,,,,,,32.6,,0.1未満,0.1未満,,90.0,1.1,,,,,,,,,28.2,0.1未満,,0.2,0.9,,,,,,mg/kg,1992.2.25.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,西条市西之川字弐之瀧丁39-2,,,,,,,,不明,温泉・鉱泉,76,,12.2,16.1,14.2,弱灰黒食蛋白石濁・塩味及び収れん味で無臭・黒色及び白色の沈析物あり,6.5,,検出せず,,1.0121,17.53,,,,,,34.7,5968,288.5,,,27.6,296.4,370.5,12.6,4.8,0.1,0.6,0.3,14.7,,,0.3,,,0.8,7644,14.3,0.5,0.1未満,,,,,,0.1未満,,0.2,0.1未満,,6178,1.6,,,,,,,,,54.5,216.9,,0.1未満,1718,,,,,,mg/kg,1992.2.27.,"愛媛県下の塩類泉の化学組成について,平成3年度　愛媛県立衛生研究所年報、第53号,1992"
愛媛,温泉群川内町大字河之内字仙道林乙830-3,,,,,,,,不明,温泉・鉱泉,1000,,12.9,29.7,88.2,無色透明・金気味無臭・沈析物なし,8.8,,2.23,,0.9980,0.6603,,,,,,0.063,272.5,1.1,,,0.1未満,0.4,1.4,0.1,0.1,0.1未満,,0.2,0.1未満,,,0.1未満,,,1.2,10.7,0.1未満,0.1未満,0.1,,,,,,0.1未満,,,0.2,,642.3,29.3,,,,,,,,,16.9,6.7,,,1.8,,,,,,mg/kg,1992.4.13.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,伊予三島市金砂町小川山字堂ノサキ乙536-2,,,,,,,,不明,温泉・鉱泉,116,,14.3,17.4,52.0,無色透明・塩味無臭・沈析物なし,7.5,,1.13,,1.0006,3.932,,,,,,1.7,1489,17.2,,,2.2,15.3,61.0,5.7,5.8,0.2,,0.4,0.3,,,0.5,,,2.2,1702,3.8,0.1,0.1未満,,,,,,0.1未満,,,0.1未満,,1342,3.2,,,,,,,,,30.3,64.0,,,85.5,,,,,,mg/kg,1992.4.14.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,伊予郡砥部町大南1935-1,,,,,,,,不明,温泉・鉱泉,10,,26.3,16.3,30.1,無色透明・塩味微弱硫化水素臭・沈析物なし,8.0,,2.48,,0.9985,1.523,,,,,,0.9,552.8,7.2,,,3.0,9.1,11.6,1.1,1.9,0.1未満,,0.2,0.1未満,,,0.1未満,,,1.4,680.9,1.4,0.1,0.1未満,,,,,,42.4,,,0.1,,349.1,2.9,,,,,,,,,26.2,54.4,,,5.3,,,,,,mg/kg,1992.5.13.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,伊予郡砥部町岩谷口449,,,,,,,,不明,温泉・鉱泉,100,,34.4,19.1,2.0,無色透明・塩味無臭・沈析物なし,8.0,,2.61,,1.0016,5.519,,,,,,3.2,2027,23.2,,,8.7,27.1,25.4,5.5,4.5,0.1未満,,0.1未満,0.1未満,,,0.1,,,2.9,2935,6.3,0.4,0.1未満,,,,,,0.1未満,,,0.1未満,,685.3,5.4,,,,,,,,,18.1,164.7,,,11.0,,,,,,mg/kg,1992.7.21.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,北条市滝本字石ヶ元乙309,,,,,,,,不明,温泉・鉱泉,1000,,32.5,29.4,229,無色透明・無味微弱硫化水素臭・沈析物なし,9.5,,5.89,,0.9973,0.1185,,,,,,0.025,35.5,0.3,,,0.1未満,0.1未満,5.8,0.1未満,0.1未満,0.2,,,,,,0.1未満,,,8.1,7.8,0.1未満,0.1未満,0.5,,,,,,4.3,,,0.1未満,,40.1,8.8,,,,,,,,,32.8,1.1,,,0.1未満,,,,,,mg/kg,1992.7.20.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,北宇和郡津島町大字山財5859,,,,,,,,不明,温泉・鉱泉,200.55,,21.4,20.3,26.8,無色透明・無味微弱硫化水素臭・沈析物なし,8.2,,1.60,,0.9976,0.2931,,,,,,0.2,91.6,4.1,,,0.6,1.4,14.3,0.7,0.1未満,0.1未満,,0.2,0.1未満,,,0.1未満,,,4.9,31.5,0.1未満,0.1未満,0.1未満,,,,,,0.5,,,0.1未満,,226.2,2.8,,,,,,,,,25.4,5.1,,,2.3,,,,,,mg/kg,1992.10.20.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,宇和島市川内字唐木越乙154-1-2,,,,,,,,不明,温泉・鉱泉,1200,,10.4,32.7,161.5,無色透明・無味微弱硫化水素臭・沈析物なし,9.0,,0.50,,0.9977,0.4410,,,,,,0.7,175.4,2.5,,,1.6,0.1未満,0.9,0.1,0.1未満,0.1未満,,,,,,0.1未満,,,0.5,7.8,0.1未満,0.1未満,0.2,,,,,,0.1未満,,,0.1未満,,395.6,32.1,,,,,,,,,26.0,4.3,,,0.6,,,,,,mg/kg,1993.2.15.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,宇和島市坂下津甲403,,,,,,,,不明,温泉・鉱泉,1300,,14.0,37.8,34.6,微弱黄色味弱蛋白石濁・無味無臭・沈析物なし,8.0,,検出せず,,0.9999,3.408,,,,,,4.9,1320,16.7,,,4.3,4.6,11.3,2.2,2.4,0.1未満,,0.4,0.1,,,0.1未満,,,3.3,1534,5.3,0.7,0.1未満,,,,,,0.1未満,,,0.1未満,,973.6,7.4,,,,,,,,,24.2,45.9,,,16.3,,,,,,mg/kg,1993.2.15.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,東宇和郡宇和町大字明間字ブンジガダバ6168-2,,,,,,,,不明,温泉・鉱泉,600,,4.9,21.7,27.3,味弱黄褐色味弱蛋白石濁・無味無臭・沈析物なし,8.5,,0.55,,0.9977,0.4436,,,,,,0.6,175.4,0.2,,,0.2,0.5,3.6,0.3,0.3,0.1未満,,0.3,0.1未満,,,0.1未満,,,5.1,3.6,0.1未満,0.1未満,0.1未満,,,,,,0.1未満,,,0.1未満,,440.5,10.3,,,,,,,,,18.5,6.1,,,2.4,,,,,,mg/kg,1993.3.2.,"平成4年度温泉分析成績,平成4年度　愛媛県立衛生研究所年報、第54号,1993"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,15.9,,,6.8,,0.7,,,5.847(g/kg),,,,,,,1960,111.0,,,,89.9,206.4,,,,,,,,,,,,0.4,2694,,,,,,,,,2.8,,,,,1321,,,,,,,,,,,7.0,,ND,,,,,,,mg/kg,1982.6.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,16.9,,,7.3,,1.43,,,3.986(g/kg),,,,,,,1150,105.0,,,,64.9,310.2,,,,,,,,,,,,0.5,1325,,,,,,,,,ND,,,,,2130,,,,,,,,,,,48.6,,ND,,,,,,,mg/kg,1990.5.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,24.2,,,7.5,,1.7,,,0.127(g/kg),,,,,,,15.8,0.9,,,,3.3,11.4,,,,,,,,,,,,0.3,20.6,,,,,,,,,25.5,,,,,26.7,,,,,,,,,,,ND,,ND,,,,,,,mg/kg,1982.6.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,17.4,,,6.5,,10.2,,,0.1866(g/kg),,,,,,,21,0.8,,,,5.1,20.2,,,,,,,,,,,,0.4,19.6,,,,,,,,,30.7,,,,,65.2,,,,,,,,,,,0.4,,ND,,,,,,,mg/kg,1989.4.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,20.1,,,9.4,,4.2,,,0.553(g/kg),,,,,,,157.5,1.6,,,,ND,29.3,,,,,,,,,,,,9.6,263.7,,,,,,,,,6.2,,,,,22.6,,,,,,,,,,,1.3,,0.3,,,,,,,mg/kg,1982.5.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,20.5,,,9.7,,1.54,,,0.6194(g/kg),,,,,,,190.4,1.3,,,,0.5,38.1,,,,,,,,,,,,9.5,313.4,,,,,,,,,22.1,,,,,20.7,,,,,,,,,,,1.4,,0.8,,,,,,,mg/kg,1991.2.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,43.3,,,8.7,,0.2,,,0.464(g/kg),,,,,,,164.5,1.3,,,,0.7,1.0,,,,,,,,,,,,8.2,109.1,,,,,,,,,ND,,,,,228.1,,,,,,,,,,,11.7,,ND,,,,,,,mg/kg,1980.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,43.7,,,9.2,,0.55,,,0.4530(g/kg),,,,,,,175.0,1.4,,,,0.3,0.7,,,,,,,,,,,,7.9,110.3,,,,,,,,,2.3,,,,,233.3,,,,,,,,,,,10.2,,0.5,,,,,,,mg/kg,1989.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,24.7,,,8.5,,ND,,,0.372(g/kg),,,,,,,113.1,2.2,,,,1.0,13.2,,,,,,,,,,,,3.4,29.9,,,,,,,,,42.1,,,,,240.4,,,,,,,,,,,5.7,,0.9,,,,,,,mg/kg,1980.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,26.2,,,9.1,,0.66,,,0.4194(g/kg),,,,,,,148.5,1.0,,,,1.1,1.8,,,,,,,,,,,,6.0,23.7,,,,,,,,,71.8,,,,,255.7,,,,,,,,,,,5.4,,ND,,,,,,,mg/kg,1990.1.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,38.7,,,9.2,,0.3,,,0.387(g/kg),,,,,,,140.5,1.0,,,,0.7,0.2,,,,,,,,,,,,6.6,51.0,,,,,,,,,13.9,,,,,242.7,,,,,,,,,,,5.9,,0.7,,,,,,,mg/kg,1980.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,38.6,,,9.3,,0.85,,,0.3796(g/kg),,,,,,,137.5,0.9,,,,0.6,0.9,,,,,,,,,,,,6.4,55.6,,,,,,,,,12.4,,,,,242.2,,,,,,,,,,,7.7,,1.0,,,,,,,mg/kg,1990.1.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,27.8,,,9.6,,10.4,,,0.188(g/kg),,,,,,,62.9,0.5,,,,0.6,0.4,,,,,,,,,,,,15.4,7.1,,,,,,,,,10.1,,,,,79.9,,,,,,,,,,,0.7,,0.2,,,,,,,mg/kg,1982.7.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,27.7,,,9.7,,7.12,,,0.1694(g/kg),,,,,,,59.6,0.3,,,,0.7,0.8,,,,,,,,,,,,14.8,7.1,,,,,,,,,8.8,,,,,75.8,,,,,,,,,,,0.9,,1.1,,,,,,,mg/kg,1990.5.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,32.2,,,7.8,,28.9,,,4.360(g/kg),,,,,,,1250,23.8,,,,77.8,218.0,,,,,,,,,,,,5.4,2481,,,,,,,,,ND,,,,,156.2,,,,,,,,,,,18.1,,ND,,,,,,,mg/kg,1981.2.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,32.8,,,7.8,,6.82,,,3.967(g/kg),,,,,,,1135,32.4,,,,69.8,199.2,,,,,,,,,,,,5.3,2289,,,,,,,,,ND,,,,,180.1,,,,,,,,,,,24.6,,ND,,,,,,,mg/kg,1989.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,18.9,,,7.5,,0.6,,,1.542(g/kg),,,,,,,465.8,2.6,,,,16.5,84.8,,,,,,,,,,,,0.2,765.1,,,,,,,,,0.5,,,,,284.4,,,,,,,,,,,11.3,,0.1,,,,,,,mg/kg,1980.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,19.2,,,7.9,,1.18,,,3.391(g/kg),,,,,,,1200,25.2,,,,13.0,63.0,,,,,,,,,,,,0.4,1835,,,,,,,,,ND,,,,,354.1,,,,,,,,,,,26.9,,0.3,,,,,,,mg/kg,1991.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,15.5,,,8.2,,ND,,,0.294(g/kg),,,,,,,88.8,2.7,,,,2.4,10.8,,,,,,,,,,,,2.2,9.6,,,,,,,,,ND,,,,,263.4,,,,,,,,,,,2.9,,0.2,,,,,,,mg/kg,1981.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,16.5,,,8.2,,0.55,,,0.2759(g/kg),,,,,,,87.8,2.1,,,,1.8,12.5,,,,,,,,,,,,2.7,10.2,,,,,,,,,0.4,,,,,254.0,,,,,,,,,,,2.8,,0.7,,,,,,,mg/kg,1990.4.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,156,,,9.2,,ND,,,0.382(g/kg),,,,,,,140.0,3.0,,,,2.1,3.1,,,,,,,,,,,,1.8,17.5,,,,,,,,,3.8,,,,,363.1,,,,,,,,,,,5.6,,0.2,,,,,,,mg/kg,1981.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,19.1,,,9.2,,ND,,,0.4075(g/kg),,,,,,,153.4,2.5,,,,1.1,6.1,,,,,,,,,,,,1.8,27.9,,,,,,,,,7.7,,,,,387.4,,,,,,,,,,,4.8,,0.2,,,,,,,mg/kg,1990.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,19.1,,,8.3,,0.8,,,0.299(g/kg),,,,,,,88.5,4.6,,,,1.6,12.4,,,,,,,,,,,,4.2,30.1,,,,,,,,,ND,,,,,226.8,,,,,,,,,,,4.1,,0.2,,,,,,,mg/kg,1981.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,20.3,,,8.2,,1.60,,,0.2931(g/kg),,,,,,,91.6,4.1,,,,1.4,14.3,,,,,,,,,,,,4.9,31.5,,,,,,,,,0.5,,,,,231.9,,,,,,,,,,,5.1,,0.2,,,,,,,mg/kg,1992.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,21.3,,,9.9,,1.0,,,0.162(g/kg),,,,,,,55.4,0.4,,,,ND,ND,,,,,,,,,,,,2.1,12.5,,,,,,,,,ND,,,,,98.3,,,,,,,,,,,1.4,,1.4,,,,,,,mg/kg,1981.12.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,,,,,,,,,不明,温泉・鉱泉,,,,22.2,,,10.1,,0.33,,,0.1582(g/kg),,,,,,,53.3,0.3,,,,ND,1.2,,,,,,,,,,,,2.1,3.4,,,,,,,,,11.2,,,,,93.9,,,,,,,,,,,1.0,,2.6,,,,,,,mg/kg,1990.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,北宇和郡広見町大字奈良奈良奥山国有林58林班い１小班,,,,,,,,不明,温泉・鉱泉,1300,,16.7,29.8,41.2,無色透明、金気味、無臭、沈析物なし,8.7,8.4,0.81,,0.9976,0.3946(g/kg),,,,,,0.2,81.2,1.0,,,0.1未満,1.2,43.8,0.5,0.1未満,0.1未満,0.1未満,0.2,0.1未満,,,,,,3.8,172.7,0.4,0.1,0.1未満,,0.1未満,,,,0.1未満,,,0.1未満,,65.6,2.2,,,,,,,,,35.6,6.3,,,0.1,,,,,,mg/kg,1993.4.13.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,周桑郡小松町大字大頭字山崎乙58-1,,,,,,,,不明,温泉・鉱泉,100,,24.4,18.3,15.8,弱黄色蛋白石濁、金気味微弱土臭、沈析物なし,8.4,8.6,2.10,,0.9977,0.6144(g/kg),,,,,,0.3,225.5,3.4,,,0.5,3.9,5.2,0.3,0.1未満,0.1未満,0.1未満,0.1未満,0.6,,,,,,0.6,145.3,0.4,0.1未満,0.1未満,,0.4,,,,42.5,,,0.1未満,,330.8,5.6,,,,,,,,,10.2,2.4,,,0.1未満,,,,,,mg/kg,1993.9.6.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,宇和島市伊吹町1530,,,,,,,,不明,温泉・鉱泉,232,,24.3,21.9,7.8,微弱淡黄褐色蛋白石濁、塩金気味弱金属腐敗臭、浮遊物あり,6.8,7.6,0.36,,1.0040,44.091(g/kg),,,,,,9.4,1370,59.2,,,8.5,38.3,111.2,4.4,6.9,0.1未満,0.1未満,9.3,1.6,,,,,,0.5,1907,4.3,0.5,0.1未満,,0.2,,,,1.9,,,0.1未満,,1040,0.5,,,,,,,,,25.1,142.1,,,184.2,,,,,,mg/kg,1993.10.4.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,松山市水泥町1282番4,,,,,,,,不明,温泉・鉱泉,1000,,18.5,31.2,74.1,無色透明、甘味微弱泥炭臭、沈析物なし,8.4,8.5,0.99,,0.9995,1.644(g/kg),,,,,,1.6,645.3,7.6,,,1.3,0.2,2.9,0.3,2.4,0.1未満,0.1未満,0.1未満,0.1未満,,,,,,7.5,14.5,0.3,0.1,0.1未満,,0.3,,,,6.2,,,0.1,,1700,30.2,,,,,,,,,24.9,28.8,,,54.8,,,,,,mg/kg,1993.11.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
愛媛,新居浜市立川町454番地2,,,,,,,,不明,温泉・鉱泉,80,,6.8,15.4,186.9,無色透明、塩味苦味金気味無臭、沈析物なし,6.4,6.5,0.83,,1.0014,1.990(g/kg),,,,,,3.8,525.3,54.7,,,1.7,29.6,154.1,1.8,0.7,0.1未満,2.0,12.0,0.1未満,,,,,,0.3,589.1,1.1,0.1未満,0.1未満,,0.8,,,,17.7,,,0.1未満,,1059,17.4,,,,,,,,,43.0,35.1,,,748.5,,,,,,mg/kg,1994.1.10.,"平成5年度温泉分析成績,平成5年度　愛媛県立衛生研究所年報、第55号,1994"
