都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ－Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ－,Ｃｌ－,Ｂｒ－,I－,OH－,ＮＯ２－,ＮＯ３－,ＨＳ－,Ｓ２Ｏ３2－,ＨＳＯ４－,ＳＯ４２－,ＳＯ３２－,Ｈ２ＰＯ４－,ＨＰＯ４２－,ＰＯ４３－,ＨＣＯ３－,ＣＯ３２－,ＨＳｉＯ３－,ＳｉＯ３２－,ＢＯ２－,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ－ＣＯ２,Ｔ－Ａｓ,Ｔ－Ｈｇ,Ｔ－Ｐ,Ｔ－Ｂ,単位,調査日,文献名
山口,秋吉台,131,18,0,34,13,0,,湧泉,用水,,,,16,,,7.8,,,,,,,,,,,,3.7,0.26,,,,1.03,50.5,,,,,,,,,,,,,6.1,,,,,,,,,2,,,,,161,,,,,,,,,4.4,,,,,,,,,,,,1977-07-27 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,18,20,34,16,30,,湧泉,用水,,,16.7,14.8,,,7.6,,,,,,,,,,,,5.2,0.54,,,,1.75,42.6,,,,,,,0.2,,,,,,8.2,,,,,,,,,3.8,,,,,141,,,,,,,,,10,,,,,,,,,,,,1973-08-08 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,18,20,34,16,30,,湧泉,用水,,,,,,,7.3,,,,,,,,,,,,5.2,0.65,,,,1.74,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,8.3,,,,,,,,,,,,1975-08-10 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,18,20,34,16,30,,湧泉,用水,,,,,,,7.8,,,,,,,,,,,,5.7,0.62,,,,1.79,46.6,,,,,,,,,,,,,7.8,,,,,,,,,5.6,,,,,141,,,,,,,,,8.1,,,,,,,,,,,,1977-07-26 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,17,10,34,16,0,,湧泉,用水,,,,15.3,,,7.4,,,,,,,,,,,,5.7,0.74,,,,1.85,52.1,,,,,,,0.06,,,,,,9.2,,,,,,,,,5.8,,,,,165,,,,,,,,,10,,,,,,,,,,,,1973-08-08 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,17,10,34,16,0,,湧泉,用水,,,,,,,7.5,,,,,,,,,,,,3,0.23,,,,0.78,50,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,3.3,,,,,,,,,,,,1975-08-10 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,17,10,34,16,0,,湧泉,用水,,,,,,,7.7,,,,,,,,,,,,5.9,0.67,,,,1.77,52.7,,,,,,,,,,,,,8.9,,,,,,,,,5.8,,,,,160,,,,,,,,,7.7,,,,,,,,,,,,1977-07-26 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,16,50,34,15,0,,湧泉,用水,,,19.8,16,,,7.4,,,,,,,,,,,,3.4,0.33,,,,0.91,49.9,,,,,,,0.04,,,,,,5.6,,,,,,,,,5.1,,,,,161,,,,,,,,,3.9,,,,,,,,,,,,1973-08-08 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,16,50,34,15,0,,湧泉,用水,,,,14.6,,,,,,,,,,,,,,,3,0.17,,,,0.71,50.4,,,,,,,0.02,,,,,,4.5,,,,,,,,,4.2,,,,,148,,,,,,,,,3.2,,,,,,,,,,,,1973-08-17 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,16,50,34,15,0,,湧泉,用水,,,,,,,7.2,,,,,,,,,,,,3.3,0.15,,,,0.69,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,2.2,,,,,,,,,,,,1975-08-10 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,16,50,34,15,0,,湧泉,用水,,,,,,,7.9,,,,,,,,,,,,3.6,0.15,,,,0.75,52.6,,,,,,,,,,,,,5.4,,,,,,,,,4,,,,,161,,,,,,,,,3.2,,,,,,,,,,,,1977-07-26 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,16,40,34,14,40,,湧泉,用水,,,15.1,15.1,,,7.7,,,,,,,,,,,,3,0.25,,,,1.18,46.2,,,,,,,0.01,,,,,,5,,,,,,,,,2.4,,,,,145,,,,,,,,,4.3,,,,,,,,,,,,1973-08-08 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,16,40,34,14,40,,湧泉,用水,,,,,,,8,,,,,,,,,,,,3.3,0.22,,,,1.1,48.1,,,,,,,,,,,,,5.8,,,,,,,,,1.9,,,,,150,,,,,,,,,4.3,,,,,,,,,,,,1977-07-26 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,15,10,34,14,30,,湧泉,用水,,,,,,,,8.3,,,,,,,,,,,5.2,0.88,,,,1.49,28.7,,,,,,,,,,,,,8.5,,,,,,,,,7.5,,,,,86.6,,,,,,,,,6.1,,,,,,,,,,,,1978-07-24 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,17,0,34,12,0,,湧泉,用水,,,15.7,15.7,,,7.6,,,,,,,,,,,,6.6,0.92,,,,2.85,68.1,,,,,,,0.01,,,,,,10.3,,,,,,,,,,,,,,209,,,,,,,,,8.4,,,,,,,,,,,,1973-08-18 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,16,40,34,11,50,,湧泉,用水,,,17.5,17.5,,,7.3,,,,,,,,,,,,4.5,0.54,,,,2.38,53.1,,,,,,,0.1,,,,,,7.3,,,,,,,,,5.1,,,,,164,,,,,,,,,8.4,,,,,,,,,,,,1973-08-19 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,17,20,34,12,0,,湧泉,用水,,,,,,,7.7,,,,,,,,,,,,5.5,0.58,,,,2.48,49,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,1973-08-19 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,14,40,34,12,0,,湧泉,用水,,,,,,,,,,,,,,,,,,,4.2,0.43,,,,1.11,48.6,,,,,,,0.4,,,,,,7.5,,,,,,,,,3.9,,,,,150,,,,,,,,,4.8,,,,,,,,,,,,1973-08-19 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,秋吉台,131,17,50,34,12,40,,湧泉,用水,,,16.6,16.6,,,6.4,,,,,,,,,,,,6,0.57,,,,0.5,3.2,,,,,,,0.04,,,,,,6.3,,,,,,,,,1.8,,,,,24.7,,,,,,,,,27.1,,,,,,,,,,,,1973-08-08 00:00:00,"山口県秋吉台の地下水の化学成分,秋吉台科学博物館報告,1980"
山口,,131,16,18.24999999993224,34,1,44.32999999996809,,井戸,温泉・鉱泉,3.6,,11.8,25.8,49.3,,7.93,,92.9,,,210,,,,,,,49,0.92,,,,0.36,12.95,,,,,,,,,,,,6.06,39.05,,,,,,,,,10.63,,,,,97.63,0,,,,,,,,,37.27,,,,,,,,,,mg/kg,1991.3.,"山口県の温泉概観,山口県の自然,1988"
山口,,131,16,18.259999999907,34,1,44.3400000000139,,井戸,温泉・鉱泉,300,,11.8,35,59.5,,8.89,,71.6,,,255,,,,,,,76,0.88,,,,0,5,,,,,,,,,,,,10.06,71.71,,,,,,,,,5.42,,,,,30.51,18,,,,,,,,,38.86,,,,,,,,,,mg/kg,1991.3.,"山口県の温泉概観,山口県の自然,1988"
山口,,131,16,18.26999999988175,34,1,44.34999999998865,,井戸,温泉・鉱泉,250,,11.8,40.1,83.6,,8.91,,27.5,,,262,,,,,,,81.5,1,,,,0,3.4,,,,,,,,,,,,11.4,75.26,,,,,,,,,5.42,,,,,30.5,21,,,,,,,,,43.77,,,,,,,,,,mg/kg,1991.3.,"山口県の温泉概観,山口県の自然,1988"
山口,,,,,,,,,不明,温泉・鉱泉,200,,,18.5,150,,6.48,,,,,202,,,,,,0.000,,,,,,,,,,,1.712,,,2.880,0.005,0.000,0.002,,0.00,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.8.10.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,6,,,19.8,67,,8.01,,,,,799,,,,,,0.006,,,,,,,,,,,0.132,,,0.063,0.000,0.006,0.000,,0.00,90.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.8.10.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,600,,,20.5,75,,8.00,,,,,405,,,,,,0.087,,,,,,,,,,,0.060,,,0.420,0.000,0.008,0.000,,8.26,53.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.8.10.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,200,,,20.2,92,,8.71,,,,,100,,,,,,0.010,,,,,,,,,,,0.004,,,0.087,0.000,0.001,0.000,,2.20,14.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,mg/Kg,1989.8.10.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,4,,,23.4,18.4,,8.35,,,,,112,,,,,,0.023,,,,,,,,,,,0.000,,,0.000,0.000,0.013,0.000,,0.85,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.9.13.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,68,,,34.0,300,,8.60,,,,,247,,,,,,0.084,,,,,,,,,,,0.000,,,0.004,0.001,0.006,0.000,,10.24,99.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,mg/Kg,1989.8.2.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,155,,,15.4,34.1,,6.50,,,,,83,,,,,,0.002,,,,,,,,,,,0.000,,,0.030,0.000,0.010,0.000,,0.80,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.4.19.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,105,,,16.5,358,,6.60,,,,,124,,,,,,0.001,,,,,,,,,,,0.000,,,0.0013,0.001,0.056,0.000,,0.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.12.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,62,,,18.0,50,,6.92,,,,,63,,,,,,0.003,,,,,,,,,,,0.002,,,0.056,0.000,0.089,0.000,,0.00,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,,,,mg/Kg,1989.7.12.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,400,,,19.0,240,,7.90,,,,,117,,,,,,0.001,,,,,,,,,,,0.000,,,0.000,0.000,0.007,0.000,,0.00,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,mg/Kg,1989.7.12.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,100,,,22.0,21.5,,6.76,,,,,175,,,,,,0.002,,,,,,,,,,,0.003,,,0.022,0.005,0.016,0.000,,0.00,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,102,,,18.0,39.6,,6.80,,,,,140,,,,,,0.011,,,,,,,,,,,0.001,,,0.009,0.000,0.007,0.000,,0.00,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,250,,,18.0,95.6,,7.80,,,,,92,,,,,,0.000,,,,,,,,,,,0.001,,,0.026,0.000,0.063,0.000,,0.00,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,30,,,21.5,244.5,,7.11,,,,,782,,,,,,0.123,,,,,,,,,,,0.066,,,0.396,0.000,0.009,0.000,,1.00,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,343,,,33.0,178.1,,9.37,,,,,137,,,,,,0.023,,,,,,,,,,,0.001,,,0.008,0.000,0.004,0.000,,4.27,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,150,,,19.0,236.4,,8.75,,,,,115,,,,,,0.024,,,,,,,,,,,0.004,,,0.018,0.000,0.063,0.000,,7.71,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,193,,,34.0,243.8,,9.17,,,,,472,,,,,,0.138,,,,,,,,,,,0.000,,,0.045,0.000,0.002,0.000,,8.26,280.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,118,,,18.5,64.9,,7.80,,,,,1249,,,,,,0.018,,,,,,,,,,,0.740,,,0.285,0.004,0.019,0.000,,0.00,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,130,,,17.0,74.3,,8.37,,,,,131,,,,,,0.008,,,,,,,,,,,0.006,,,0.020,0.000,0.026,0.000,,0.00,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,60,,,16.0,63.2,,7.56,,,,,110,,,,,,0.014,,,,,,,,,,,0.007,,,0.300,0.003,0.066,0.000,,1.24,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,22,,,18.5,200,,6.1,,,,,264,,,,,,0.001,,,,,,,,,,,0.764,,,0.052,0.002,0.018,0.000,,0.00,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,68,,,18.5,31.6,,5.98,,,,,126,,,,,,0.008,,,,,,,,,,,0.006,,,0.016,0.003,0.092,0.000,,0.00,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,50,,,14.5,38.5,,6.35,,,,,48,,,,,,0.000,,,,,,,,,,,0.000,,,0.002,0.000,0.000,0.000,,0.00,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,70,,,18.5,35.0,,6.21,,,,,2285,,,,,,1.440,,,,,,,,,,,0.504,,,11.02,0.000,0.000,0.000,,0.00,692.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,,,,64.0,640,,9.05,,,,,612,,,,,,0.104,,,,,,,,,,,0.001,,,0.131,0.000,0.006,0.000,,15.41,287.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.21.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,135,,,28.0,308,,9.70,,,,,191,,,,,,0.058,,,,,,,,,,,0.000,,,0.070,0.000,0.000,0.000,,12.16,48.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,,,,19.0,81,,6.51,,,,,110,,,,,,0.008,,,,,,,,,,,0.003,,,0.061,0.000,0.000,0.000,,0.00,13.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,48,,,21.0,32,,7.07,,,,,123,,,,,,0.007,,,,,,,,,,,0.002,,,0.123,0.11,0.070,0.002,,0.34,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,195,,,26.5,10,,8.45,,,,,79,,,,,,0.002,,,,,,,,,,,0.000,,,0.040,0.000,0.002,0.000,,0.00,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,,,,mg/Kg,1989.7.24.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,,,,19.8,349,,7.78,,,,,228,,,,,,0.035,,,,,,,,,,,0.220,,,0.253,0.001,0.098,0.004,,0.00,43.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.27.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,250,,,40.2,41.5,,8.98,,,,,280,,,,,,0.058,,,,,,,,,,,0.000,,,0.010,0.000,0.002,0.000,,13.29,81.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.27.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,295,,,37.5,23.9,,9.02,,,,,263,,,,,,0.053,,,,,,,,,,,0.000,,,0.004,0.000,0.002,0.000,,11.31,78.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.27.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,自噴,,,26.7,63.6,,8.21,,,,,212,,,,,,0.037,,,,,,,,,,,0.031,,,0.039,0.000,0.003,0.000,,5.09,37.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,mg/Kg,1989.7.27.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,87,,,19.0,73.2,,8.40,,,,,1680,,,,,,0.139,,,,,,,,,,,0.018,,,0.017,0.000,0.000,0.000,,0.69,772.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030,,,,mg/Kg,1989.8.1.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,114,,,21.0,12.6,,8.10,,,,,192,,,,,,0.022,,,,,,,,,,,0.016,,,0.103,0.000,0.003,0.000,,1.51,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,mg/Kg,1989.7.14.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,5,,,23.0,14.1,,9.15,,,,,175,,,,,,0.012,,,,,,,,,,,0.000,,,0.001,0.000,0.003,0.000,,2.20,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082,,,,mg/Kg,1989.7.14.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,150,,,21.0,80,,6.86,,,,,832,,,,,,0.020,,,,,,,,,,,0.328,,,0.056,0.000,0.025,0.000,,0.00,266.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.14.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,自噴,,,24.0,17,,8.20,,,,,119,,,,,,0.000,,,,,,,,,,,0.000,,,0.040,0.000,0.000,0.000,,0.00,9.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,22,,,18.0,-,,6.85,,,,,181,,,,,,0.005,,,,,,,,,,,0.001,,,0.008,0.007,0.012,0.000,,0.00,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,300,,,18.2,68.1,,9.70,,,,,128,,,,,,0.005,,,,,,,,,,,0.000,,,0.010,0.000,0.005,0.000,,9.77,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,mg/Kg,1989.7.31.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,自噴,,,17.0,4,,9.95,,,,,179,,,,,,0.006,,,,,,,,,,,0.000,,,0.004,0.000,0.000,0.000,,0.00,14.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,120,,,20.0,6,,9.90,,,,,234,,,,,,0.033,,,,,,,,,,,0.000,,,0.000,0.000,0.000,0.000,,3.71,18.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,mg/Kg,1989.7.25.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,100,,,29.0,180,,9.92,,,,,245,,,,,,0.030,,,,,,,,,,,0.000,,,0.000,0.000,0.000,0.000,,5.23,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.3.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,100,,,27.0,22,,8.10,,,,,917,,,,,,0.054,,,,,,,,,,,0.007,,,0.036,0.000,0.001,0.000,,3.99,223.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,,,,mg/Kg,1989.7.4.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,,,,42.0,592,,8.28,,,,,1940,,,,,,0.068,,,,,,,,,,,0.110,,,0.009,0.000,0.011,0.000,,0.00,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,mg/Kg,1989.7.26.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,70,,,32.0,97.5,,9.25,,,,,108,,,,,,0.010,,,,,,,,,,,0.000,,,0.000,0.000,0.001,0.000,,5.45,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,mg/Kg,1989.7.26.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,87,,,19.4,22.2,,7.20,,,,,2295,,,,,,0.007,,,,,,,,,,,1.200,,,3.456,0.000,0.007,0.000,,0.00,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,mg/Kg,1989.7.26.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,270,,,22.0,75,,9.50,,,,,87,,,,,,0.018,,,,,,,,,,,0.000,,,0.040,0.000,0.002,0.000,,0.55,14.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.26.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
山口,,,,,,,,,不明,温泉・鉱泉,2,,,19.2,17.1,,6.58,,,,,230,,,,,,0.000,,,,,,,,,,,0.003,,,0.017,0.000,0.006,0.000,,0.00,43.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,mg/Kg,1989.7.26.,"山口県における主要温泉の微量成分について,山口県衛生研究所業績報告　第11号,1990"
