都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
三重県,四日市市,,,,,,,,井戸,用水,40,,,17,,,7.1,7.3,,,,,,2700,,5,,,68,9.2,,,0.3,11.5,11.5,,,,,12.05,1.42,,,,,,,98.5,,,,0,,,,,5,,,,,139.6,,,,,,,,,25.2,,,0.001,,16.5,,,,0.5,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,165,,,18.9,,,6.8,7.1,,,,,,8800,,3.7,,,22.1,1.9,,,0.5,3.4,3.8,,,,,2.18,0.64,,,,,,,5.9,,,,0,,,,,0,,,,,88.7,,,,,,,,,32.8,,,0.42,,13.2,,,,0.34,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,123,,,16.8,,,7,7.3,,,,,,6200,,5.5,,,18.3,1.8,,,0.6,3.1,4.9,,,,,1.73,0.25,,,,,,,6.5,,,,0.01,,,,,2,,,,,74.6,,,,,,,,,17.6,,,0.42,,5.5,,,,0.58,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,156,,,17,,,7,7.2,,,,,,10500,,3.2,,,24,2.5,,,0.5,3.2,3.7,,,,,2.2,2.35,,,,,,,9.8,,,,0,,,,,2,,,,,83.5,,,,,,,,,67.2,,,1.67,,5.1,,,,1.07,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,151,,,18.5,,,7.1,7.2,,,,,,10300,,1.4,,,24.3,1.2,,,1.1,3.4,4.2,,,,,0.03,0.04,,,,,,,6,,,,0,,,,,2,,,,,88.7,,,,,,,,,18,,,4.59,,6.2,,,,0.16,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,104,,,17.5,,,6.7,7.1,,,,,,9600,,6.2,,,18.3,2,,,0.4,3.2,4.5,,,,,2.5,0.55,,,,,,,7.3,,,,0.19,,,,,0,,,,,77.5,,,,,,,,,28.8,,,0.1,,11,,,,0.9,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,146,,,17,,,6.9,7.2,,,,,,10500,,1.9,,,19.9,0.9,,,0.4,3.9,4.6,,,,,0.04,0.07,,,,,,,5.6,,,,0.04,,,,,1,,,,,79.1,,,,,,,,,22.4,,,2.24,,4.4,,,,0.23,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,100,,,16.4,,,6.9,7.2,,,,,,9200,,4.1,,,15.5,1.3,,,0.3,4.5,6.6,,,,,1.89,0.17,,,,,,,6.2,,,,0,,,,,1,,,,,80.3,,,,,,,,,16.4,,,0.62,,7.7,,,,0.39,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,200,,,16.8,,,6.7,7,,,,,,11500,,5.7,,,16.4,0.8,,,0.4,4.7,4.3,,,,,0.22,0.07,,,,,,,6.3,,,,0.14,,,,,2,,,,,70.7,,,,,,,,,27.2,,,3.48,,7.7,,,,0.04,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
三重県,四日市市,,,,,,,,井戸,用水,200,,,16.8,,,6.8,7.2,,,,,,8400,,2.2,,,19.4,1,,,0.3,5.2,7.4,,,,,1.26,0.74,,,,,,,7.3,,,,0.03,,,,,1,,,,,95.2,,,,,,,,,24.4,,,0.39,,6.6,,,,0.6,,,1956-10-01 00:00:00,"三重県四日市市工業用深井戸水源調査報告,地調月報,1957"
