都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ−Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ−,Ｃｌ−,Ｂｒ−,I−,OH−,ＮＯ２−,ＮＯ３−,ＨＳ−,Ｓ２Ｏ３2−,ＨＳＯ４−,ＳＯ４２−,ＳＯ３２−,Ｈ２ＰＯ４−,ＨＰＯ４２−,ＰＯ４３−,ＨＣＯ３−,ＣＯ３２−,ＨＳｉＯ３−,ＳｉＯ３２−,ＢＯ２−,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ−ＣＯ２,Ｔ−Ａｓ,Ｔ−Ｈｇ,Ｔ−Ｐ,Ｔ−Ｂ,単位,調査日,文献名
高知県,吾川郡伊野町,,,,,,,,井戸,観測井,43.6,,,,,,7.1,,,,,,,,,15.5,,,104.4,3.2,,,10.9,17.4,31.1,,,,,,,0.72,,,,,,45.1,,,,,,,,,0,,,,,381.3,,,,,,,,,20.5,,,0.8,,10.8,,,,,,,,"高知県仁淀川下流地区地下水利用適正化調査報告,工業用水,1971"
高知県,吾川郡春野町,,,,,,,,井戸,観測井,49,,,,,,6.4,,,,,,,,,10.1,,,28.6,1.1,,,0,6.6,21,,,,,,,1.45,,,,,,25.1,,,,,,,,,15.2,,,,,64.7,,,,,,,,,9.8,,,5.36,,22.9,,,,,,,,"高知県仁淀川下流地区地下水利用適正化調査報告,工業用水,1971"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,3,,,8,,,,,,,,,,,,9.4,,,,,4.9,24.4,,,,,,,,,,,,,1.8,,,,,,,,,16,,,,,101.1,,,,,,,,,9.5,,,,,,,,,,,,1967-01-31 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,12,,,7.7,,,,,,,,,,,,5.1,,,,,7.7,21.9,,,,,,,,,,,,,3.3,,,,,,,,,20,,,,,89.1,,,,,,,,,7,,,,,,,,,,,,1967-01-31 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,15.5,,,,,,,,,,,,,,,18.4,,,,,0.7,2.1,,,,,,,,,,,,,3.9,,,,,,,,,5.2,,,,,153.5,,,,,,,,,11.6,,,,,,,,,,,,1967-01-31 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,17,,,8,,,,,,,,,,,,2.3,,,,,15.3,46.6,,,,,,,,,,,,,3.4,,,,,,,,,21.6,,,,,191.1,,,,,,,,,9.2,,,,,,,,,,,,1967-01-31 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,16,,,7.9,,,,,,,,,,,,4,,,,,8.2,37.1,,,,,,,,,,,,,1.5,,,,,,,,,37.2,,,,,116,,,,,,,,,10.5,,,,,,,,,,,,1967-01-31 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,15.6,,,6.7,,,,,,,,,,,,2.8,0.3,,,,0.3,3.6,,,,,,,,,,,,,2.3,,,,,,,,,0.7,,,,,17.2,,,,,,,,,14.2,,,,,,,,,,,,1972-08-07 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,19,,,9,,,,,,,,,,,,5.7,1.3,,,,1.6,12.1,,,,,,,,,,,,,3.4,,,,,,,,,4.7,,,,,50.7,,,,,,,,,17.8,,,,,,,,,,,,1972-08-07 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
高知県,,,,,,,,,湧泉,地すべり湧水,,,,15.5,,,6.6,,,,,,,,,,,,3.9,0.6,,,,0.7,8.9,,,,,,,,,,,,,2.7,,,,,,,,,3.6,,,,,33.8,,,,,,,,,14.4,,,,,,,,,,,,1972-08-07 00:00:00,"地質的環境のことなる地すべり地の水質特性について,京大防災研究所年報,1973"
