都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
北海道,稚内市近布,,,,,,,,井戸,油井，ガス井,1475,,,15.7,,ガス，油を伴う,7.8,8.2,,,,,,,,46.2,,,7670,35.4,,,14.7,57.4,51.6,,,,,0.24,0.14,0.38,,,,,,7826,50.3,31.5,,,,,,,0,,,,,7088,,,,,,,,,15,,215,,,75.8,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市近布,,,,,,,,井戸,油井，ガス井,719,,,,,ガス，油を伴う,8.2,,,,,,,,,91,,,8620,48.2,,,18,74.1,37,,,,,,,,,,,,,8368,,,,,,,,,0,,,,,8747,,,,,,,,,,,,,,20,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市近布,,,,,,,,井戸,油井，ガス井,805,,,14.8,,ガス，油を伴う,7.3,8,,,,,,,,51.8,,,8560,45.6,,,10.3,85.5,91.1,,,,,,,0.74,,,,,,8073,56.5,32.5,,,,,,,0,,,,,9065,,,,,,,,,8,,269,,,187,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市声問,,,,,,,,井戸,油井，ガス井,,,,,,,8.4,,,,,,,,,177,,,5210,24.8,,,13.2,15.9,23.4,,,,,,,,,,,,,6494,28.2,14.8,,,,,,,4,,,,,2413,21.4,,,,,,,,19.8,,259,,,,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市声問,,,,,,,,井戸,油井，ガス井,,,,,,,8.1,,,,,,,,,147.9,,,4700,33,,,10.1,15,24.4,,,,,,,,,,,,,6508,26.6,15.2,,,,,,,0,,,,,1885,52.5,,,,,,,,26.8,,272,,,,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市声問,,,,,,,,井戸,油井，ガス井,,,,,,,8.5,,,,,,,,,178.2,,,4465,24,,,9.9,10.8,29.6,,,,,,,,,,,,,6234,24.6,14.1,,,,,,,0,,,,,1610,49,,,,,,,,19.3,,250,,,,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市声問,,,,,,,,井戸,油井，ガス井,,,,,,,8.5,,,,,,,,,190.9,,,4345,25.2,,,11.7,19.2,18.4,,,,,,,,,,,,,5665,22.3,12.1,,,,,,,0,,,,,1864,44.5,,,,,,,,26.9,,247,,,,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市増幌,,,,,,,,井戸,油井，ガス井,,,,13.3,,,7.5,7.8,,,,,,,,69.5,,,5880,24.8,,,7.2,14.1,43.7,,,,,,,0.43,,,,,,7188,22.4,21.2,,,,,,,0,,,,,2050,,,,,,,,,18.3,,191,,,50.5,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市増幌,,,,,,,,井戸,油井，ガス井,,,,14.2,,,7.3,7.9,,,,,,,,51.2,,,5850,27.2,,,7,16.8,68.6,,,,,,,3.32,,,,,,7195,26.6,21.7,,,,,,,0,,,,,1769,,,,,,,,,20.7,,198,,,66.9,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
北海道,稚内市メナシベツ,,,,,,,,井戸,油井，ガス井,,,,10.4,,,7.6,,,,,,,,,39.2,,,2655,11.7,,,7.9,27.2,45.8,,,,,,,,,,,,,3114,13.5,8.8,,,,,,,0,,,,,912,,,,,,,,,29.1,,280,,,29.5,,,,,,,,"石油・天然ガス付随水の化学組成について,地下資源調査所報告,1974"
